1st_body_mass,1st_total_length,catalognumber,collectioncode,decimallatitude,decimallongitude,dynamicproperties,1st_ear_length,eventdate,fieldnotes,1st_hind_foot_length,institutioncode,1st_life_stage_notation,2nd_life_stage_notation,lifestage,ageValue,ageUnit,locality,occurrenceid,reproductivecondition,scientificname,sex,1st_sex_notation,1st_tail_length,1st_testes_side
40369.72,1680,60058,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1680"", ""tailLengthInmm"":""292"", ""hindfootLengthInmm"":""X"", ""earLengthInmm"":""139"", ""weightInlbs"":""89""}",139,10/28/1984,,,OMNH,3.5 years,,,3.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60058,,Odocoileus virginianus,female,female,292,
52163.13,1680,62095,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1680"", ""tailLengthInmm"":""245"", ""hindfootLengthInmm"":""465"", ""earLengthInmm"":""159"", ""weightInlbs"":""[115]""}",159,11/14/1987,,465,OMNH,2.5 years,,,2.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62095,,Odocoileus virginianus,male,male,245,
52163.13,1680,62124,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1680"", ""tailLengthInmm"":""245"", ""hindfootLengthInmm"":""465"", ""earLengthInmm"":""159"", ""weightInlbs"":""[115]""}",159,11/14/1987,,465,OMNH,1.5 years,,,1.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62124,,Odocoileus virginianus,male,male,245,
60327.79,1680,62125,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1680"", ""tailLengthInmm"":""281"", ""hindfootLengthInmm"":""458"", ""earLengthInmm"":""143"", ""weightInlbs"":""133""}",143,11/14/1987,,458,OMNH,1.5 years,,,1.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62125,,Odocoileus virginianus,male,male,281,
35833.8,1682,60117,Mammals,35.342292,-90.07722,"{""totalLengthIn"":""1682"", ""tailLengthIn"":""273"", ""hindfootLengthIn"":""422"", ""earLengthIn"":""159"", ""weightInlbs"":""79""}",,1/18/1991,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:60117,,Odocoileus virginianus,male,male,,
67585.27,1683,63505,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1683"", ""tailLengthInmm"":""299"", ""hindfootLengthInmm"":""449"", ""earLengthInmm"":""160"", ""weightInlbs"":""149""}",160,10/20/1990,,449,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63505,,Odocoileus virginianus,male,male,299,
49895.16,1685,62122,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1685"", ""tailLengthInmm"":""260"", ""hindfootLengthInmm"":""473"", ""earLengthInmm"":""147"", ""weightInlbs"":""110""}",147,11/14/1987,,473,OMNH,2.5 years,,,2.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62122,,Odocoileus virginianus,female,female,260,
64863.71,1686,62123,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1686"", ""tailLengthInmm"":""296"", ""hindfootLengthInmm"":""472"", ""earLengthInmm"":""156"", ""weightInlbs"":""143""}",156,11/7/1987,,472,OMNH,1.5 years,,,1.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62123,,Odocoileus virginianus,male,male,296,
41276.91,1687,62138,Mammals,36.48194,-89.32333,"{""totalLengthInmm"":""1687"", ""tailLengthInmm"":""257"", ""hindfootLengthInmm"":""424"", ""earLengthInmm"":""153"", ""weightInlbs"":""91""}",153,10/26/1991,,424,OMNH,1.5 years,,,1.5 years,,"Long Point, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62138,,Odocoileus virginianus,male,male,257,
47173.61,1690,63491,Mammals,36.48194,-89.32333,"{""totalLengthInmm"":""1690"", ""tailLengthInmm"":""300"", ""hindfootLengthInmm"":""467"", ""earLengthInmm"":""154"", ""weightInlbs"":""104""}",154,11/8/1987,,467,OMNH,1.5 years,,,1.5 years,,"Long Point, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:63491,,Odocoileus virginianus,female,female,300,
47173.61,1690,62143,Mammals,36.48194,-89.32333,"{""totalLengthInmm"":""1690"", ""tailLengthInmm"":""300"", ""hindfootLengthInmm"":""467"", ""earLengthInmm"":""154"", ""weightInlbs"":""104""}",154,11/7/1987,,467,OMNH,1.5 years,,,1.5 years,,"Long Point, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62143,,Odocoileus virginianus,female,female,300,
54884.68,1690,62023,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1690"", ""tailLengthInmm"":""261"", ""hindfootLengthInmm"":""437"", ""earLengthInmm"":""162"", ""weightInlbs"":""121""}",162,10/27/1990,,437,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62023,,Odocoileus virginianus,male,male,261,
56245.46,1690,62034,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1690"", ""tailLengthInmm"":""287"", ""hindfootLengthInmm"":""456"", ""earLengthInmm"":""144"", ""weightInlbs"":""124""}",144,10/21/1989,,456,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62034,,Odocoileus virginianus,male,male,287,
44452.06,1692,63478,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1692"", ""tailLengthInmm"":""233"", ""hindfootLengthInmm"":""468"", ""earLengthInmm"":""147"", ""weightInlbs"":""[98]""}",147,10/29/1988,,468,OMNH,1.5 years,,,1.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:63478,,Odocoileus virginianus,male,male,233,
59874.2,1698,62094,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1698"", ""tailLengthInmm"":""288"", ""hindfootLengthInmm"":""504"", ""earLengthInmm"":""165"", ""weightInlbs"":""132""}",165,11/7/1987,,504,OMNH,1.5 years,,,1.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62094,,Odocoileus virginianus,male,male,288,
52163.13,1700,62140,Mammals,36.48194,-89.32333,"{""totalLengthInmm"":""1700"", ""tailLengthInmm"":""278"", ""hindfootLengthInmm"":""457"", ""earLengthInmm"":""155"", ""weightInlbs"":""115""}",155,11/7/1992,,457,OMNH,1.5 years,,,1.5 years,,"Long Point, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62140,,Odocoileus virginianus,male,male,278,
46266.42,1702,62132,Mammals,36.48194,-89.32333,"{""totalLengthInmm"":""1702"", ""tailLengthInmm"":""210"", ""hindfootLengthInmm"":""448"", ""earLengthInmm"":""143"", ""weightInlbs"":""[102]""}",143,11/5/1988,,448,OMNH,1.5 years,,,1.5 years,,"Long Point, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62132,,Odocoileus virginianus,male,male,210,
53523.9,1714,62099,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1714"", ""tailLengthInmm"":""302"", ""hindfootLengthInmm"":""472"", ""earLengthInmm"":""151"", ""weightInlbs"":""118""}",151,11/14/1987,,472,OMNH,1.5 years,,,1.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62099,,Odocoileus virginianus,male,male,302,
63049.34,1717,63495,Mammals,36.48194,-89.32333,"{""totalLengthInmm"":""1717"", ""tailLengthInmm"":""260"", ""hindfootLengthInmm"":""460"", ""earLengthInmm"":""153"", ""weightInlbs"":""139""}",153,11/8/1992,,460,OMNH,1.5 years,,,1.5 years,,"Long Point, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:63495,,Odocoileus virginianus,male,male,260,
48534.39,1720,65321,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1720"", ""tailLengthInmm"":""240"", ""hindfootLengthInmm"":""411"", ""earLengthInmm"":""151"", ""weightInlbs"":""107""}",151,10/22/1989,,411,OMNH,2.5 years,,,2.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65321,,Odocoileus virginianus,female,female,240,
53070.31,1723,62065,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1723"", ""tailLengthInmm"":""262"", ""hindfootLengthInmm"":""459"", ""earLengthInmm"":""150"", ""weightInlbs"":""[117]""}",150,10/20/1990,,459,OMNH,2.5 years,,,2.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62065,,Odocoileus virginianus,male,male,262,
56245.46,1723,61010,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1723"", ""tailLengthInmm"":""251"", ""hindfootLengthInmm"":""437"", ""earLengthInmm"":""158"", ""weightInlbs"":""124""}",158,10/22/1989,,437,OMNH,6.5 years,,,6.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61010,,Odocoileus virginianus,female,female,251,
36287.39,1724,62002,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1724"", ""tailLengthInmm"":""255"", ""hindfootLengthInmm"":""416"", ""earLengthInmm"":""144"", ""weightInlbs"":""[80]""}",144,10/20/1991,,416,OMNH,3.5 years,,,3.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62002,,Odocoileus virginianus,female,female,255,
45359.24,1732,61133,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1732"", ""tailLengthIn"":""271"", ""hindfootLengthIn"":""442"", ""earLengthIn"":""153"", ""weightInlbs"":""100""}",,10/20/1991,,,OMNH,2.5 years,,,2.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61133,,Odocoileus virginianus,male,male,,
58967.01,1740,62127,Mammals,36.48194,-89.32333,"{""totalLengthInmm"":""1740"", ""tailLengthInmm"":""270"", ""hindfootLengthInmm"":""450"", ""earLengthInmm"":""148"", ""weightInlbs"":""130""}",148,11/14/1987,,450,OMNH,1.5 years,,,1.5 years,,"Long Point, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62127,,Odocoileus virginianus,male,male,270,
72121.19,1745,62104,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1745"", ""tailLengthInmm"":""277"", ""hindfootLengthInmm"":""461"", ""earLengthInmm"":""159"", ""weightInlbs"":""159""}",159,11/15/1987,,461,OMNH,2.5 years,,,2.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62104,,Odocoileus virginianus,male,male,277,
38555.35,1746,62117,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1746"", ""tailLengthInmm"":""232"", ""hindfootLengthInmm"":""449"", ""earLengthInmm"":""151"", ""weightInlbs"":""[85]""}",151,11/8/1992,,449,OMNH,2.5 years,,,2.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62117,,Odocoileus virginianus,female,female,232,
46266.42,1750,62283,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1750"", ""tailLengthInmm"":""230"", ""hindfootLengthInmm"":""430"", ""earLengthInmm"":""145"", ""weightInlbs"":""102""}",145,10/25/1986,,430,OMNH,6.5 years,,,6.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62283,,Odocoileus virginianus,female,female,230,
53977.5,1752,62120,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1752"", ""tailLengthInmm"":""270"", ""hindfootLengthInmm"":""483"", ""earLengthInmm"":""160"", ""weightInlbs"":""119""}",160,11/1/1992,,483,OMNH,2.5 years,,,2.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62120,,Odocoileus virginianus,male,male,270,
58059.83,1752,65349,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1752"", ""tailLengthInmm"":""265"", ""hindfootLengthInmm"":""463"", ""earLengthInmm"":""155"", ""weightInlbs"":""128""}",155,10/27/1990,,463,OMNH,2.5 years,,,2.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:65349,,Odocoileus virginianus,female,female,265,
34473.02,1758,65348,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1758"", ""tailLengthInmm"":""269"", ""hindfootLengthInmm"":""470"", ""earLengthInmm"":""146"", ""weightInlbs"":""[76]""}",146,11/11/1990,,470,OMNH,,,,,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:65348,,Odocoileus virginianus,female,female,269,
37194.58,1758,62107,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1758"", ""tailLengthInmm"":""260"", ""hindfootLengthInmm"":""467"", ""earLengthInmm"":""150"", ""weightInlbs"":""82""}",150,10/27/1990,,467,OMNH,3.5 years,,,3.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62107,,Odocoileus virginianus,female,female,260,
53523.9,1800,63675,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1800"", ""tailLengthInmm"":""251"", ""hindfootLengthInmm"":""440"", ""earLengthInmm"":""151"", ""weightInlbs"":""118""}",151,10/25/1986,,440,OMNH,5.5 years,,,5.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63675,,Odocoileus virginianus,female,female,251,
57152.64,1821,62090,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1821"", ""tailLengthInmm"":""271"", ""hindfootLengthInmm"":""471"", ""earLengthInmm"":""151"", ""weightInlbs"":""[126]""}",151,11/8/1987,,471,OMNH,2.5 years,,,2.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62090,,Odocoileus virginianus,male,male,271,
55338.27,1858,62153,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1858"", ""tailLengthInmm"":""X"", ""hindfootLengthInmm"":""424"", ""earLengthInmm"":""X"", ""weightInlbs"":""122""}",,10/24/1992,,424,OMNH,1.5 years,,,1.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62153,,Odocoileus virginianus,female,female,,
86182.56,2032,24985,Mammals,,,"{""hindfootLengthInMM"":""19 inches"", ""tail"":""23.5 inches"", ""totalLength"":""6 ft 8 inches"", ""weight"":""190lbs"" }",,11/18/1972,,19,UCONN,,,,,,Mt. Kneebo,urn:catalog:UCONN:Mammals:24985,,Odocoileus virginianus,male,male,596.9,
51255.94,2120,62293,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""2120"", ""tailLengthInmm"":""234"", ""hindfootLengthInmm"":""417"", ""earLengthInmm"":""143"", ""weightInlbs"":""113""}",143,10/27/1984,,417,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62293,,Odocoileus virginianus,male,male,234,
43544.87,2540,15042,Mammals,34.754824,-98.684894,"{""totalLengthInmm"":""2540"", ""tailLengthInmm"":""220"", ""hindfootLengthInmm"":""395"", ""earLengthInmm"":""135"", ""weightInlbs"":""96""}",135,11/15/1982,No,395,OMNH,,,,,,Wichita Mountains National Wildlife Refuge,urn:catalog:OMNH:Mammals:15042,,Odocoileus virginianus,female,female,220,
6129,,76-563,Mammals,,,"{""gonad length 1"":""15.0"", ""gonad length 2"":""9.0"", ""weight"":""6,129.0"" }",,6/26/1975,,,CRCM,,,,,,"Smoot Hill (Deer Pens) ~ 8 mi NW of Pullman, Whitman Co., Washington",urn:catalog:CRCM:Mammals:76-563,,Odocoileus virginianus,male,male,,1
7002.34,,6645,NCSM-Mammals,35.9232,-78.797,,,8/18/1985,,,NCSM,,,,,,"Morrisville, 7.1 mi NNE; 0.4 rdmi E Durham County line on US 70",09778B1A-B93F-4DBB-BC20-8A7F5F6572F5,,Odocoileus virginianus,female,female,,
10886.22,,45803,Mammals,35.342292,-90.07722,"{""weightInlbs"":""24""}",,11/13/1982,,,OMNH,0.5 years,,,0.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45803,,Odocoileus virginianus,female,female,,
12700.59,,45608,Mammals,35.50028,-89.20833,"{""weightInlbs"":""28""}",,10/31/1982,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:45608,,Odocoileus virginianus,female,female,,
14514.96,,45784,Mammals,35.342292,-90.07722,"{""weightInlbs"":""32""}",,11/6/1982,,,OMNH,0.5 years,,,0.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45784,,Odocoileus virginianus,male,male,,
15422.14,,45722,Mammals,35.50028,-89.20833,"{""weightInlbs"":""34""}",,10/31/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45722,,Odocoileus virginianus,male,male,,
15422.14,,45790,Mammals,35.342292,-90.07722,"{""weightInlbs"":""34""}",,11/16/1982,,,OMNH,0.5 years,,,0.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45790,,Odocoileus virginianus,female,female,,
15875.73,,45720,Mammals,35.50028,-89.20833,"{""weightInlbs"":""35""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45720,,Odocoileus virginianus,female,female,,
16329.33,,45703,Mammals,35.50028,-89.20833,"{""weightInlbs"":""36""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45703,,Odocoileus virginianus,male,male,,
16782.92,,45756,Mammals,35.342292,-90.07722,"{""weightInlbs"":""37""}",,11/13/1982,,,OMNH,0.5 years,,,0.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45756,,Odocoileus virginianus,female,female,,
16782.92,,45705,Mammals,35.50028,-89.20833,"{""weightInlbs"":""37""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45705,,Odocoileus virginianus,male,male,,
17236.51,,45693,Mammals,35.50028,-89.20833,"{""weightInlbs"":""38""}",,10/31/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45693,,Odocoileus virginianus,male,male,,
17236.51,,62279,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""[38]""}",,10/30/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62279,,Odocoileus virginianus,female,female,,
17690.1,,45714,Mammals,35.50028,-89.20833,"{""weightInlbs"":""39""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45714,,Odocoileus virginianus,female,female,,
18143.7,,45707,Mammals,35.50028,-89.20833,"{""weightInlbs"":""40""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45707,,Odocoileus virginianus,female,female,,
18143.7,,62268,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""40""}",,10/29/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62268,,Odocoileus virginianus,male,male,,
18143.7,,45679,Mammals,35.50028,-89.20833,"{""weightInlbs"":""40""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45679,,Odocoileus virginianus,male,male,,
18143.7,,45669,Mammals,35.50028,-89.20833,"{""weightInlbs"":""40""}",,10/31/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45669,,Odocoileus virginianus,female,female,,
18597.29,,45702,Mammals,35.50028,-89.20833,"{""weightInlbs"":""41""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45702,,Odocoileus virginianus,male,male,,
18597.29,,45675,Mammals,35.50028,-89.20833,"{""weightInlbs"":""41""}",,10/31/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45675,,Odocoileus virginianus,male,male,,
18597.29,,45710,Mammals,35.50028,-89.20833,"{""weightInlbs"":""41""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45710,,Odocoileus virginianus,male,male,,
18597.29,,45711,Mammals,35.50028,-89.20833,"{""weightInlbs"":""41""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45711,,Odocoileus virginianus,female,female,,
18597.29,,63670,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""X"", ""tailLengthInmm"":""X"", ""hindfootLengthInmm"":""X"", ""earLengthInmm"":""X"", ""weightInlbs"":""[41]""}",,10/29/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63670,,Odocoileus virginianus,male,male,,
19050.88,,45667,Mammals,35.50028,-89.20833,"{""weightInlbs"":""42""}",,10/31/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45667,,Odocoileus virginianus,female,female,,
19050.88,,45758,Mammals,35.342292,-90.07722,"{""weightInlbs"":""42""}",,11/15/1982,,,OMNH,0.5 years,,,0.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45758,,Odocoileus virginianus,female,female,,
19050.88,,62239,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""[42]""}",,10/29/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62239,,Odocoileus virginianus,female,female,,
19050.88,,45685,Mammals,35.50028,-89.20833,"{""weightInlbs"":""42""}",,10/31/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45685,,Odocoileus virginianus,female,female,,
19050.88,,45708,Mammals,35.50028,-89.20833,"{""weightInlbs"":""42""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45708,,Odocoileus virginianus,male,male,,
19050.88,,45684,Mammals,35.50028,-89.20833,"{""weightInlbs"":""42""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45684,,Odocoileus virginianus,male,male,,
19504.47,,62233,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""43""}",,10/30/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62233,,Odocoileus virginianus,male,male,,
19958.07,,45676,Mammals,35.50028,-89.20833,"{""weightInlbs"":""44""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45676,,Odocoileus virginianus,female,female,,
19958.07,,45760,Mammals,35.342292,-90.07722,"{""weightInlbs"":""44""}",,11/5/1982,,,OMNH,0.5 years,,,0.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45760,,Odocoileus virginianus,male,male,,
19958.07,,45671,Mammals,35.50028,-89.20833,"{""weightInlbs"":""44""}",,10/31/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45671,,Odocoileus virginianus,male,male,,
19958.07,,62270,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""44""}",,10/29/1983,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62270,,Odocoileus virginianus,male,male,,
20411.66,,45772,Mammals,35.342292,-90.07722,"{""weightInlbs"":""45""}",,11/5/1982,,,OMNH,0.5 years,,,0.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45772,,Odocoileus virginianus,female,female,,
20411.66,,45670,Mammals,35.50028,-89.20833,"{""weightInlbs"":""45""}",,10/31/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45670,,Odocoileus virginianus,female,female,,
20865.25,,45674,Mammals,35.50028,-89.20833,"{""weightInlbs"":""46""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45674,,Odocoileus virginianus,male,male,,
21318.84,,62241,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""[47]""}",,10/29/1983,,,OMNH,2.5 years,,,2.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62241,,Odocoileus virginianus,female,female,,
21318.84,,45688,Mammals,35.50028,-89.20833,"{""weightInlbs"":""47""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45688,,Odocoileus virginianus,male,male,,
21318.84,,65299,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""X"", ""tailLengthIn"":""X"", ""hindfootLengthIn"":""X"", ""earLengthIn"":""X"", ""weightInlbs"":""[47]""}",,10/31/1982,,,OMNH,0.5 year,,,0.5 year,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65299,,Odocoileus virginianus,female,female,,
21772.44,,45752,Mammals,35.342292,-90.07722,"{""weightInlbs"":""48""}",,11/15/1982,,,OMNH,0.5 years,,,0.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:45752,,Odocoileus virginianus,male,male,,
21772.44,,45701,Mammals,35.50028,-89.20833,"{""weightInlbs"":""48""}",,10/30/1982,,,OMNH,0.5 years,,,0.5 years,,Hatchie National Wildlife Refuge,urn:catalog:OMNH:Mammals:45701,,Odocoileus virginianus,female,female,,
