	institutionCode	collectionCode	catalogNumber	measurementSide	measurementType	scientificName	decimalLatitude	decimalLongitude	locality	verbatimLocality	basisOfRecord	measurementValue	measurementUnit	lithostratigraphicTerms	formation	member	references	materialSampleID
45	Museum of the city of Las Flores	Col. HGC	7	left	p3 occlusal length of the postflexid	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	11.0	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	fe9ac49b-b5dc-4cde-92aa-4b2e27f8dca8
46	Museum of the city of Las Flores	Col. HGC	7	left	p4 occlusal length	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	25.5	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	e0e24a78-4559-4eb1-a00b-76725d6873f1
47	Museum of the city of Las Flores	Col. HGC	7	left	p4 occlusal breadth	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	17.2	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	fe0126f2-4789-49f9-8905-f15b9b5c3818
48	Museum of the city of Las Flores	Col. HGC	7	left	p4 occlusal length of the postflexid	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	10.7	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	eb4df4ad-1d1b-4f51-a65d-a20642cfd8d2
49	Museum of the city of Las Flores	Col. HGC	7	left	m1 occlusal length	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	24.1	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	16188391-4e08-45db-9ef6-bb4d48ca99b9
50	Museum of the city of Las Flores	Col. HGC	7	left	m1 occlusal breadth	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	17.0	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	33330628-d5eb-4fbd-b446-24330b7ef12b
51	Museum of the city of Las Flores	Col. HGC	7	left	m1 occlusal length of the postflexid	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	5.9	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	9ea393e7-fd68-4442-8053-7036a27335f4
52	Museum of the city of Las Flores	Col. HGC	7	left	m2 occlusal length	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	23.5	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	ca1d2aa5-21c7-46ef-b6f6-f947a0543e8f
53	Museum of the city of Las Flores	Col. HGC	7	left	m2 occlusal breadth	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	14.8	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	d482a2c0-108d-4728-8aa6-676b33374e74
54	Museum of the city of Las Flores	Col. HGC	7	left	m2 occlusal length of the postflexid	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	6.1	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	bc753eef-5fac-4db5-911d-ae74be9abc70
55	Museum of the city of Las Flores	Col. HGC	7	left	m3 occlusal length	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	28.6	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	3a054edc-b6ca-46da-a476-e73c7695b09b
56	Museum of the city of Las Flores	Col. HGC	7	left	m3 occlusal breadth	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	13.0	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	52bd4de1-b4c5-4342-8d52-014e67563bf7
57	Museum of the city of Las Flores	Col. HGC	7	left	m3 occlusal length of the postflexid	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	6.1	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	0a8749e2-7261-433a-a898-8ce5c33c22f8
58	Museum of the city of Las Flores	Col. HGC	5	right	p3  occlusal length	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	31.0	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	4bfcfc57-9471-4c96-b21c-4db44888754e
59	Museum of the city of Las Flores	Col. HGC	5	right	p3  occlusal breadth	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	18.3	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	cf4f21ce-d238-4199-897c-ae6b7d57e97b
60	Museum of the city of Las Flores	Col. HGC	5	right	p3  occlusal length of the postflexid	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	14.5	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	4b137153-d54f-4b2a-867c-85c38f9dc8db
61	Museum of the city of Las Flores	Col. HGC	5	right	p4 occlusal length	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	28.0	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	b04afce0-059f-4c59-98a1-0ece30028a6f
62	Museum of the city of Las Flores	Col. HGC	5	right	p4 occlusal breadth	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	18.0	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	4e71facc-cbb6-49b8-a950-ecdfca813ee9
63	Museum of the city of Las Flores	Col. HGC	5	right	p4 occlusal length of the postflexid	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	13.2	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	a9d5d685-dc88-4a57-aa59-060f03780574
64	Museum of the city of Las Flores	Col. HGC	5	right	m1 occlusal length	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	26.0	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	605bc2c4-479e-417e-b773-1f74b0920472
65	Museum of the city of Las Flores	Col. HGC	5	right	m1 occlusal breadth	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	16.3	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	a27f747f-7153-40c6-83b1-30f6ad12d3dc
66	Museum of the city of Las Flores	Col. HGC	5	right	m1 occlusal length of the postflexid	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	10.5	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	bf660be9-43bb-4fde-a0ac-c2e45084c766
67	Museum of the city of Las Flores	Col. HGC	5	right	m2  occlusal length	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	26.0	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	01fa31ee-a233-4181-931a-ed0c2e887896
68	Museum of the city of Las Flores	Col. HGC	5	right	m2  occlusal breadth	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	15.3	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	4aa11d9b-04eb-49a3-b8b4-4f8caada8458
69	Museum of the city of Las Flores	Col. HGC	5	right	m2  occlusal length of the postflexid	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	10.2	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	d790ddb4-9826-431d-b89c-8d8921589cfa
70	Museum of the city of Las Flores	Col. HGC	5	right	m3  occlusal length	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	30.9	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	fad3557a-6b22-48ff-abba-6e8abf574b75
71	Museum of the city of Las Flores	Col. HGC	5	right	m3  occlusal breadth	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	13.5	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	7744481a-f1c8-404c-83c8-87dbc091ccf2
72	Museum of the city of Las Flores	Col. HGC	5	right	m3  occlusal length of the postflexid	Equus neogeus	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	10.0	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	a417a1eb-1063-403e-ab18-1f041e430cc6
73	Museum of the city of Las Flores	Col. HGC	16	right	p2 occlusal length	Hippidion principale	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	37.1	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	dcf7d1a0-2728-4443-9eb3-7838345428b3
74	Museum of the city of Las Flores	Col. HGC	16	right	p2 occlusal breadth	Hippidion principale	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	20.2	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	14a6b050-6c04-4b69-a09b-c1af9d8110ef
75	Museum of the city of Las Flores	Col. HGC	16	right	p3 occlusal length	Hippidion principale	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	32.8	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	8ceea873-3198-4046-9b8d-f94cee018ba3
76	Museum of the city of Las Flores	Col. HGC	16	right	p3 occlusal breadth	Hippidion principale	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	22.0	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	0d0e249a-941f-4790-89af-80508a6f9c98
77	Museum of the city of Las Flores	Col. HGC	16	right	p4 occlusal length	Hippidion principale	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	30.7	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	9d429439-d557-46e3-ab19-8dae50531efc
78	Museum of the city of Las Flores	Col. HGC	16	right	p4 occlusal breadth	Hippidion principale	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	21.6	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	c4b1974d-6e03-4f1f-aa84-47eb669c94d2
79	Museum of the city of Las Flores	Col. HGC	16	right	m1  occlusal length	Hippidion principale	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	31.0	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	9f3ff26e-c7f5-4791-920c-e6695486b565
80	Museum of the city of Las Flores	Col. HGC	16	right	m1  occlusal breadth	Hippidion principale	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	18.0	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	f9a4fabc-e019-4998-b331-d8cf9ef620cb
81	Museum of the city of Las Flores	Col. HGC	16	right	m2 occlusal length	Hippidion principale	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	32.1	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	5d3e0be3-1e64-4d93-bf87-ae56063c46bc
82	Museum of the city of Las Flores	Col. HGC	16	right	m2 occlusal breadth	Hippidion principale	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	17.2	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	7bb3dc22-82cc-4efa-96c1-d85d179c0996
83	Museum of the city of Las Flores	Col. HGC	16	right	m3 occlusal length	Hippidion principale	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	38.3	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	6a692ba8-7d8b-4825-b7c6-0ba8b942d561
84	Museum of the city of Las Flores	Col. HGC	16	right	m3 occlusal breadth	Hippidion principale	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	14.9	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	f457e0ba-5931-46c4-affe-29ab8be65b9b
85	Museum of the city of Las Flores	Col. HGC	16	left	p2 occlusal length	Hippidion principale	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	39.7	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	8b002274-4db8-4c99-bae1-a34026bf21f3
86	Museum of the city of Las Flores	Col. HGC	16	left	p2 occlusal breadth	Hippidion principale	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	20.6	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	09da3b89-0563-4f51-924e-6fe5454a5d97
87	Museum of the city of Las Flores	Col. HGC	16	left	p3 occlusal length	Hippidion principale	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	32.3	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	e5537874-6432-49d7-9d0d-51c63d3403eb
88	Museum of the city of Las Flores	Col. HGC	16	left	p3 occlusal breadth	Hippidion principale	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	20.6	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	e03c5e81-3a2c-479d-8ef8-6bfd8c4e95f3
89	Museum of the city of Las Flores	Col. HGC	16	left	p4 occlusal length	Hippidion principale	-35	-58	Salado River	Buenos Aires Province, Argentina	FossilSpecimen	31.7	mm	Pleistocene	Luján Formation	Río Salado Member	Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.	e85fa3aa-b38a-4ce4-8c8f-dac5378c26e9
