,catalogNumber,collectionCode,decimalLatitude,decimalLongitude,verbatimEventDate,institutionCode,verbatimAgeValue,ageValue,ageUnit,verbatimLocality,sex,scientificName,yearCollected,measurementUnit,measurementType,measurementValue,materialSampleID
43,62004,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,g,body mass,20411.66,4bec9ed7-59cd-432f-b432-3464c88f9d08
44,62074,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,g,body mass,14061.36,3fed93ab-a966-44cd-b455-86e07cfe6726
45,62236,Mammals,35.50028,-89.20833,10/18/1986,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,g,body mass,13607.77,ae51bc04-9a47-467f-a0c8-35c17d312916
46,63503,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,g,body mass,19504.47,a7becafb-b334-45b4-8668-e56fb552dc55
47,60146,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,20865.25,fab4a42f-22be-4743-ad37-ee19f0dad537
48,18194,Mammals,17.7655602,-64.8816681,8/3/1972,TTU,,,,CALIDONIA ESTATE,female,Odocoileus virginianus,1972,g,body mass,26309.0,53d3cd55-0e3c-4e41-9161-cd4792f931af
49,61159,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,g,body mass,16329.33,1163f6bb-ab74-43db-8ea1-9974abe821f3
50,62276,Mammals,35.50028,-89.20833,10/18/1986,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,g,body mass,21318.84,c8006c17-1c6a-4d3b-ab46-17b2f02e1d63
51,60165,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,26308.36,794122c1-59e5-4630-a07d-9c9b708172b5
52,62053,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,23133.21,75c06c8d-1159-466d-96de-4e8638f98107
53,61064,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,57606.23,a3ddbc69-aef1-4f0f-87d2-e071dffc6305
54,61100,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,15875.73,d86bf326-8e50-4e76-9f68-f9411ca0338b
55,60163,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,22226.03,d442e731-56b8-4653-b8c4-8537ffa3402c
56,61016,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,11793.4,0162a08a-ff52-433a-9139-7b2458f867a4
57,62289,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,g,body mass,20411.66,d555018d-aa02-458a-a1fd-e26fe126f20d
58,61170,Mammals,35.50028,-89.20833,10/23/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1988,g,body mass,23586.8,d83862c9-8d03-40c4-8603-abe619259d68
59,61173,Mammals,35.50028,-89.20833,10/23/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,g,body mass,21318.84,81645115-ffb2-4ba7-b65e-801fadfb1fca
60,61020,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,g,body mass,22226.03,a34fc95c-4941-4e05-bc22-df83c66ffa5c
61,61103,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,g,body mass,23586.8,6219c9be-cf77-4ad7-8c08-20679abfc706
62,61121,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,23586.8,58517f1e-4813-4159-87d8-d9410f4b0d81
63,62073,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,g,body mass,13607.77,5fc79528-5065-4755-b29e-68edfa87e272
64,60161,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,g,body mass,24040.4,b4625c2b-48ac-4ed9-9e46-c889d6243da8
65,62251,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,g,body mass,21772.44,5c42396d-c5e7-43fb-b5cc-e7bf55068e9f
66,61008,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,g,body mass,14968.55,0c3ecdbb-147e-4d7d-b6bf-7fdd6e8f3178
67,61166,Mammals,35.50028,-89.20833,10/23/1988,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,g,body mass,22226.03,65d51485-5b7a-496a-9f9f-f1b662db869f
68,65314,Mammals,35.50028,-89.20833,10/27/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,g,body mass,20411.66,fa862256-6366-46ae-b0ab-8bdf47bb7227
69,62058,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,g,body mass,21318.84,2175be3b-e91d-4422-addf-cf6df56cf94e
70,61131,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,26308.36,9917a992-376b-4715-8dab-eb1c0e0a5f74
71,60155,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,21772.44,27a9898f-adff-44e3-9cdc-5989de2c27bd
72,61119,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,g,body mass,22679.62,36e1dcdf-a938-483e-b77e-62b86a9d3c7a
73,60194,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,19958.07,fa7ed6d4-164c-42e5-80e0-cd27a8f27f2f
74,61051,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,25854.77,3ccb0b13-00c8-4f0a-ac16-b3dc25dc51b6
75,61011,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,g,body mass,19958.07,ff110214-d160-4cfb-91aa-b860147ddcc9
76,18203,Mammals,17.7408295,-64.8613892,6/3/1972,TTU,,,,OXFORD ESTATE,female,Odocoileus virginianus,1972,g,body mass,24494.0,ef0e1f49-f66c-428e-9637-90d9ab94b4a4
77,61143,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,g,body mass,19958.07,ffd815d1-08b1-46a9-b156-432ce681635f
78,62242,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,g,body mass,22226.03,cc85e5f0-5461-4838-97fa-0b4e115bafd4
79,61049,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,g,body mass,19958.07,13f8d453-b5aa-47c6-bad8-abc13b35daf9
80,62215,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,g,body mass,27215.54,53c28bf0-e567-406c-82c3-63884ff53eb4
81,61188,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,22226.03,f063ecde-0d8a-4fc1-a975-d73dcf3988fc
82,61032,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,19050.88,245606a1-d8b2-4c4d-9452-1aa69b1884ff
83,63450,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,g,body mass,22226.03,c730cf44-7817-465a-9cd5-b912ca1bedd8
84,61172,Mammals,35.50028,-89.20833,10/22/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,g,body mass,11339.81,9b56427f-0f59-49c0-ae66-f950f8914b27
85,62075,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,g,body mass,25401.17,da55516f-abd6-4b07-bd81-6a09ad7001ff
86,60198,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,g,body mass,26308.36,50ffb439-bfc9-4083-b68e-3370756deba3
87,62019,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,g,body mass,20411.66,ac5992b5-178a-440d-b388-a51c77b6328d
88,61031,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,25854.77,d0728ce3-10f3-41f0-a8e5-cad31f44daa8
89,63451,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,g,body mass,26761.95,1201d8b2-9474-4496-b619-4e1cf578bc29
90,60196,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,22679.62,a6f904e6-9ce8-48b3-b0ff-10548f4e148a
91,61186,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,24040.4,b9243f27-728a-49c9-adb5-91a04450a4fc
92,62056,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,23586.8,7c7d76aa-530a-4b1b-9773-0bf20a4a29c8
93,60150,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,24493.99,957ea56c-731c-40b3-9390-cdec8652a666
94,60153,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,g,body mass,18143.7,5be658bf-87ff-4826-9763-275553a64c4a
95,62244,Mammals,35.50028,-89.20833,10/18/1986,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,g,body mass,26308.36,a14e30af-d1f9-4f16-ba93-4cc179e3c0a9
96,61161,Mammals,35.50028,-89.20833,10/15/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,g,body mass,23586.8,1d3263e3-25ba-4321-b970-e01ec5106261
97,61115,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,18143.7,8d4dd1cf-2c69-48db-91af-939ff39f845d
98,61130,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,18143.7,c6272838-b5c1-4c70-8cb4-c7f193306667
99,60134,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,21772.44,517d2807-8033-4970-bed1-2540ab2b4c5a
100,60147,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,g,body mass,22679.62,0c866ad6-15dd-40a2-9194-86276add12ce
101,62253,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,g,body mass,24040.4,efafbe5e-e4f3-48bd-b8e2-87d88ec30d7a
102,62248,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,g,body mass,21772.44,d4dde5e4-decf-4dc4-a5f1-2d650d6348f1
103,61004,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,g,body mass,26308.36,5579a2e3-baad-48b4-8e37-1790e24b586f
104,60185,Mammals,35.50028,-89.20833,10/22/1988,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,g,body mass,23133.21,53e9b891-5111-49e6-a7dd-67380144b5a4
105,61148,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,g,body mass,24493.99,7c17e272-d683-40f9-8194-2a537181a27d
106,61013,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,27215.54,9f035339-323c-4555-89b0-69fc4b15e007
107,61058,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,20865.25,29a31adf-8aca-4b84-ad6b-cd32b7e4b34e
108,60159,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,g,body mass,26761.95,58dc2b9b-77cf-434d-8900-5e71790c6f91
109,61095,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,20865.25,0557fccb-66c3-4725-8f6a-55753a989aa6
110,49-44,Mammals,,,1/12/1949,CRCM,,,,"Tucannon Refuge, Columbia Co., Washington",female,Odocoileus virginianus,1949,g,body mass,19976.0,96c88e88-be28-4dba-b33d-8e52fb77e7ca
111,61002,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,20411.66,b60b6830-911d-4c34-aa9f-63e9832037bb
112,38135,Mammals,36.6224167,-99.8575167,1/18/2006,OMNH,,,,16.4 mi W Fort Supply,female,Odocoileus virginianus,2006,g,body mass,23130.0,4746d4ab-4e3b-47cb-9bad-58e7a288e0fb
113,65323,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,g,body mass,24040.4,33581df6-30c0-4644-910a-6eed26ec521e
114,62208,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,g,body mass,26308.36,ded660a8-81bf-4160-9ade-73c836caa1a2
115,60200,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,23133.21,b93d5bad-ffac-48b9-91ba-38620fb17751
116,61191,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,g,body mass,24493.99,3585deb4-2a5b-47c3-977e-af62691ab876
117,61037,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,23586.8,75086cc0-54a4-49f4-a38a-ce90a7c5c493
118,62085,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,g,body mass,22679.62,9c91d990-3050-4426-8c4c-ef751b9f7a84
119,61030,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,19504.47,e5398571-ae53-4c17-9779-6df259bf458a
120,61046,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,28576.32,6b85672a-9385-45b2-8e53-e6b3471afb84
121,18207,Mammals,17.7280598,-64.8822174,7/20/1972,TTU,,,,PROSPERITY ESTATE,female,Odocoileus virginianus,1972,g,body mass,29484.0,a2b12719-d9f4-4016-a5d6-1ba9bade5bc7
122,18191,Mammals,17.753059399999998,-64.8416672,7/15/1972,TTU,,,,BODKIN ESTATE,male,Odocoileus virginianus,1972,g,body mass,29484.0,9c962592-d739-427b-93a3-1bb030c654fe
123,61088,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,g,body mass,29029.91,ff0dd2b1-6433-4964-8311-851f36dcaff8
124,61035,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,26761.95,3c6707b3-f1ac-4d5a-9dc6-eb0d2e93eb00
125,60145,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,23133.21,5e4cd558-c848-431f-96cd-8b2c98808725
126,61023,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,24493.99,a405d533-992f-4095-b00d-08f84b99959c
127,62212,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,g,body mass,27215.54,16fd3803-17c8-4ab1-a9c2-c76deebff02b
128,61132,Mammals,35.50028,-89.20833,10/27/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,g,body mass,28576.32,b6723629-767d-46ec-8cdf-b5c5fb453dd0
129,60136,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,24493.99,c4312cad-9f07-49e8-98c7-4bd746c24137
130,61114,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,g,body mass,26308.36,09d103dc-36b4-4808-88a2-69366179cbc1
131,63654,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,g,body mass,28122.73,48ba77d1-1107-4eb2-8c08-ce76a8ee47a0
132,62285,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,g,body mass,23586.8,a132574d-fa5f-4164-8488-8563655ba009
133,62249,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,g,body mass,23133.21,0f588fd6-80eb-4235-b611-e2899c5e5c5b
134,62010,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,30390.69,67181a1b-0587-46f6-bbf4-09b4de7c6273
135,61187,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,24947.58,c945c420-c296-41db-8645-fecadc0d7ea9
136,62087,Mammals,35.50028,-89.20833,10/16/1988,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1988,g,body mass,26308.36,2c97a6c1-7dc5-408f-b19b-b9817980626b
137,62072,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,28576.32,52cb739f-0015-4e60-aea6-0535b8d44f83
138,60189,Mammals,35.50028,-89.20833,10/24/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,29483.51,8ef348dc-28f7-4580-b516-3681f06f8b77
139,63655,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,g,body mass,24947.58,0cde6263-acc9-4e30-9fa0-cf7f4bc18c3a
140,62069,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,19958.07,abd3f022-6e87-489a-a36b-8b86b79d2108
141,61053,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,26761.95,30574947-b676-4baa-a2bf-c9badd5e8a76
142,18202,Mammals,17.7547207,-64.8722229,6/5/1972,TTU,,,,NICHOLAS ESTATE,female,Odocoileus virginianus,1972,g,body mass,28123.0,05f2b245-4b61-487c-889d-0f5a77c252d0
143,18190,Mammals,17.729719199999998,-64.8405609,10/16/1972,TTU,,,,ALLANDALE ESTATE,male,Odocoileus virginianus,1972,g,body mass,40824.0,5dc9ddd5-6ab0-4bbb-9c79-42fc0de39af1
144,49-43,Mammals,,,1/12/1949,CRCM,,,,"Tucannon Refuge, Columbia Co., Washington",female,Odocoileus virginianus,1949,g,body mass,19068.0,813b9d27-8c39-414c-a6d9-279713e67da8
145,61174,Mammals,35.50028,-89.20833,10/15/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,g,body mass,25401.17,df7eba55-84cb-4c04-ab0b-ec78c948686c
146,61197,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,g,body mass,24947.58,08b997ef-cad8-4344-b0fe-3e3fc2fe6ce6
147,63678,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,g,body mass,30844.28,7ff60cde-757c-426e-bff7-4fc83f0aaedc
148,20349,Mammal specimens,,,9/20/1996,CUMV,juvenile,,,"Lansing Township, Brown Rd",male,Odocoileus virginianus,1996,g,body mass,31200.0,884ea164-2345-4df3-91a3-b23055c0d076
149,61087,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,g,body mass,22226.03,d683730c-847e-40df-8b34-892a3d658646
150,18205,Mammals,,,10/6/1972,TTU,,,,PIECE OF LAND ESTATE,female,Odocoileus virginianus,1972,g,body mass,38102.0,99f7fff5-a90d-430b-8d8b-62e3327d656e
151,60164,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,26308.36,79e527f6-fe62-4c8a-aee5-c61429143923
152,60168,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,g,body mass,26308.36,44b913f6-f0d5-488b-ac26-acc29eb2d32a
153,61097,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,46266.42,6bb94495-20b7-4a45-8e74-f1aedf6c2b5c
154,M008523,CTC,,,1962-05,UBCBBM,,,,,male,Odocoileus virginianus truei,1962,g,body mass,52941.0,193901c8-f72a-428c-a222-3101d5285558
155,60137,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,g,body mass,35380.21,a1000c64-9bb4-4c13-a8e6-e58153812f2c
156,61009,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,g,body mass,37194.58,99c030b0-2a24-4309-ba19-6dace2e15dc6
157,60197,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,24493.99,216a39f9-c1ac-411e-ab52-3c046f555246
158,18188,Mammals,17.764720899999997,-64.8502808,7/20/1972,TTU,,,,ANNALY BAY ESTATE,female,Odocoileus virginianus,1972,g,body mass,34927.0,ba3286d9-6821-48a6-92b7-4a2370161d66
