,catalogNumber,collectionCode,decimalLatitude,decimalLongitude,verbatimEventDate,institutionCode,verbatimAgeValue,ageValue,ageUnit,verbatimLocality,sex,scientificName,yearCollected,measurementUnit,measurementType,measurementValue,materialSampleID
3570,63503,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,full body length,1153.0,208fdd4f-1f30-4680-86de-ee0d5e7636f6
3571,60146,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1156.0,8059eab7-3228-4230-b3a3-1a1ea19af5d5
3572,18194,Mammals,17.7655602,-64.8816681,8/3/1972,TTU,,,,CALIDONIA ESTATE,female,Odocoileus virginianus,1972,mm,full body length,1156.0,65b6ed8f-4dd1-44db-9a6c-a2eb1e9e768d
3573,61159,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,full body length,1160.0,ed6c9638-70a5-4d47-8f97-5e2c2793f769
3574,62276,Mammals,35.50028,-89.20833,10/18/1986,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,mm,full body length,1160.0,cd38ca66-45ad-4614-b522-e1a50c2ac136
3575,60165,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1160.0,047e6892-4ced-4a7e-986c-95c2f195afa7
3576,62053,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1161.0,6f9c6ac2-7bb9-4f1b-a391-b883726a20af
3577,61064,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1161.0,62b3de7c-94c8-4416-a339-75c5fcd14771
3578,61100,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1162.0,6a50c82e-db6d-4f06-8875-38c8f8287963
3579,60163,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1162.0,2c830cea-b810-4eae-9b80-5c91e3987711
3580,61016,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1166.0,ab4c830b-e269-442a-b02c-d05224013ee6
3581,62289,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,full body length,1170.0,4a44ddea-f2ed-4f06-9c4d-0a0240ffba37
3582,61170,Mammals,35.50028,-89.20833,10/23/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1988,mm,full body length,1170.0,ecb06239-17e7-4086-8d40-23e0ef633618
3583,61173,Mammals,35.50028,-89.20833,10/23/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,full body length,1175.0,745d1b4c-9199-4c05-a8d9-5e63a7f67fa7
3584,61020,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,full body length,1175.0,6eee6f53-07bc-42ba-ac9b-e1f9cb710485
3585,61103,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,full body length,1175.0,8544297e-c4ea-42e3-bc0f-29a87440b490
3586,61121,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1177.0,d72abf4b-c10d-4d4b-a598-d985191e7b4d
3587,62073,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,full body length,1178.0,88a995fc-2627-4456-9780-43c127283278
3588,60161,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,full body length,1179.0,43fcfe3f-5c0e-4759-a9a5-8b8bcb70bf9c
3589,62251,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1180.0,6692d7df-4bcc-4c87-8378-4fccfde77fd2
3590,61008,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,full body length,1181.0,e204b3a9-d9f2-477f-832a-ad308ea91f8d
3591,61166,Mammals,35.50028,-89.20833,10/23/1988,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,full body length,1182.0,e15598f1-43ff-45ae-b910-edc7e171338c
3592,65314,Mammals,35.50028,-89.20833,10/27/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,full body length,1183.0,8e7ec707-3e34-49da-9fda-a68666caa8c1
3593,62058,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1184.0,62c3f2e9-43f5-4a66-9c5a-ed5c5f1c3f1e
3594,61131,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,full body length,1184.0,90e3d481-5148-4d3b-a8fc-7846dea0a768
3595,60155,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,full body length,1188.0,7b7a0600-2148-404a-967e-62eda3ad81e4
3596,61119,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1190.0,2afe7c3e-2442-44a6-908e-bb58bfd79426
3597,60194,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1191.0,77df4c53-ebce-4064-803f-cd7320747a80
3598,61051,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1191.0,a499cac6-bcaf-47bb-a123-02ba1b7162d9
3599,61011,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,full body length,1192.0,4fca43c6-017a-4029-80c2-5f1fe78b4066
3600,18203,Mammals,17.7408295,-64.8613892,6/3/1972,TTU,,,,OXFORD ESTATE,female,Odocoileus virginianus,1972,mm,full body length,1194.0,f434e7bb-e423-4bc3-bdb5-766301be8fb5
3601,61143,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,full body length,1195.0,894cfa0f-69b9-486d-a1d8-412baa0c0c6d
3602,62242,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,full body length,1197.0,9bb98db4-1d82-4890-bd9d-015ae84ae1d7
3603,61049,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,full body length,1198.0,72c44aea-6f1d-48a2-9022-08016afaf6a3
3604,62215,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,full body length,1199.0,26f401f6-fce5-427b-b2f5-8cd179450151
3605,61188,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,full body length,1201.0,3879818a-032d-4539-b35d-41b3c3c5a942
3606,61032,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,full body length,1204.0,76aab0ed-ce2b-40f8-b81c-4b9d291759bf
3607,63450,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,mm,full body length,1204.0,aced67e2-fe8c-46e9-ae85-5dd090ae36e2
3608,61172,Mammals,35.50028,-89.20833,10/22/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,full body length,1208.0,c4d4fdfc-ed4c-4481-83c5-5b2b2986f44d
3609,62075,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,full body length,1209.0,01a3e38e-a97d-4bf4-b8c7-63001d138366
3610,60198,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,full body length,1209.0,1cc4dde1-f2c4-4e0e-a43d-db803fa2d7e6
3611,62019,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1212.0,5ecdb8cd-3ab8-4923-abf1-b0733b207f28
3612,61031,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,full body length,1212.0,c60c0761-7504-4b24-b3fd-2de6377b6647
3613,63451,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,full body length,1215.0,7b48ce7d-b806-4960-8d15-479a9b38122f
3614,60196,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1217.0,991513ae-afbf-4734-8042-92166da71fd6
3615,61186,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1217.0,6aaea073-2005-4002-bf3d-947bdf555534
3616,62056,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1220.0,ea7616b4-04f4-4de9-832c-a0ec8bd9d335
3617,60150,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1220.0,ce025b6b-5472-4d9e-b797-f0c3b268eb12
3618,60153,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,full body length,1221.0,909dd110-fdf6-4eab-aecc-55a242506b6c
3619,62244,Mammals,35.50028,-89.20833,10/18/1986,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,mm,full body length,1222.0,aa60c6f0-60ff-48a7-99e9-d88d169ce11d
3620,61161,Mammals,35.50028,-89.20833,10/15/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,full body length,1224.0,f63a3f9b-ae3a-42b4-a68b-edb09c62c728
3621,61115,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1225.0,9d00fbef-7719-4ddb-a95c-e50ee1ba808b
3622,61130,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,full body length,1226.0,457ad2ad-d183-446d-b166-d510002b63ae
3623,60134,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1226.0,2ef548c0-e6a9-464f-b452-9948de1509ed
3624,60147,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1226.0,cf749e02-1eea-4f16-b255-07a01f21bc71
3625,62253,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,full body length,1227.0,9f7c16c5-c650-46f7-adce-cc339bc5495f
3626,62248,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,full body length,1228.0,510a3c2e-95ab-43c5-a55a-1f471caa552c
3627,61004,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,full body length,1228.0,6fe6619f-f33d-4b80-b805-d5e6808b73b7
3628,60185,Mammals,35.50028,-89.20833,10/22/1988,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,full body length,1229.0,b54d6ad8-3fa6-4ee3-94b0-23f1c1b0ea82
3629,61148,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,full body length,1230.0,028e7db6-6ee7-4e29-96e6-293aa85ce891
3630,61013,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1230.0,cfc05bb6-8529-4dd9-a517-d32c2ed59d7f
3631,61058,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1232.0,7520c6fe-b0ed-41e4-9469-aad5066ba300
3632,60159,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,full body length,1241.0,26cc65b1-f0c9-44c3-a6fd-743370fa5a86
3633,61095,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1242.0,4b4416e9-10bf-4764-8aaf-0dd0271a207b
3634,49-44,Mammals,,,1/12/1949,CRCM,,,,"Tucannon Refuge, Columbia Co., Washington",female,Odocoileus virginianus,1949,mm,full body length,1244.0,f021edf2-4ab9-48d2-bf5f-886892c4988f
3635,61002,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1244.0,c648152c-5f65-4676-bb24-69889541cfb0
3636,38135,Mammals,36.6224167,-99.8575167,1/18/2006,OMNH,,,,16.4 mi W Fort Supply,female,Odocoileus virginianus,2006,mm,full body length,1244.4,e504cb7a-7d4b-4f8f-8d4f-cf5544ceca08
3637,65323,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,mm,full body length,1245.0,bec83b44-bb72-4cf3-a706-2e3c3708b209
3638,62208,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,full body length,1245.0,dbdfec0c-542c-4510-acff-a1388e87ab32
3639,60200,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1246.0,daef5aa3-6f39-4354-9d2d-692d6ab43728
3640,61191,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,full body length,1247.0,b481b34d-1224-41b6-8bee-7bff895fbc41
3641,61037,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,full body length,1248.0,0fab75a2-fd5e-407f-b58e-d64027a14cdb
3642,62085,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,full body length,1250.0,79f19468-7c5f-4a72-b0c1-0731dc9b6268
3643,61030,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1253.0,b45c247e-098b-456a-beae-8b1025ed0d9d
3644,61046,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1256.0,268a9d98-c821-4b59-92f7-7e36793725cb
3645,18207,Mammals,17.7280598,-64.8822174,7/20/1972,TTU,,,,PROSPERITY ESTATE,female,Odocoileus virginianus,1972,mm,full body length,1257.0,56895c4e-90e2-4ce1-9da2-00ae9b2d6fbb
3646,18191,Mammals,17.753059399999998,-64.8416672,7/15/1972,TTU,,,,BODKIN ESTATE,male,Odocoileus virginianus,1972,mm,full body length,1257.0,c7d995da-6fa8-41af-9a47-d6f3473b731e
3647,61088,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,full body length,1261.0,9d3c1044-9d86-470f-92d2-f7767d8f5cb3
3648,61035,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,full body length,1262.0,e6dd7883-189b-4aca-b822-d12f2c37fba7
3649,60145,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1264.0,58f4bbe0-337f-4b5c-a89c-3268b0d3e32c
3650,61023,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1265.0,d77c71bd-d4b0-424a-87e2-55ac151ca6bc
3651,62212,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,full body length,1265.0,b8958956-e332-4daa-b601-03441c2923df
3652,61132,Mammals,35.50028,-89.20833,10/27/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,mm,full body length,1266.0,a674f35e-127d-48ee-b990-2742a95ef574
3653,60136,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1268.0,2afa62db-9c70-486b-8de9-8e95a6ba5854
3654,61114,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,full body length,1268.0,eecd7602-3f38-42cd-86a4-e041c9f76393
3655,63654,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,full body length,1268.0,c0ec4339-0839-4d6b-bc4d-012acc5b258a
3656,62285,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,mm,full body length,1272.0,06401da5-6866-4797-a277-c02437c26ea3
3657,62249,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,mm,full body length,1276.0,b9e837fa-1e45-4ed8-ba02-b3fd26348336
3658,62010,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1276.0,97cc911e-6e01-41e8-a949-5339be6c7025
3659,61187,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1281.0,6d9c71f1-562f-4c11-a13e-1de46cb767a7
3660,62087,Mammals,35.50028,-89.20833,10/16/1988,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1988,mm,full body length,1282.0,41b71ea7-db73-48d5-99f6-2904fb32087c
3661,62072,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,full body length,1284.0,9f5a23a5-b068-44dc-924f-65863e2560c7
3662,60189,Mammals,35.50028,-89.20833,10/24/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,full body length,1285.0,7b33d5e5-ce79-4aef-98db-656755a2f0be
3663,63655,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,mm,full body length,1290.0,a75cfb1e-fdc8-4045-a1e3-e201d04853a6
3664,62069,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,mm,full body length,1292.0,56a5c9fd-1f74-4c63-a9f2-a83489b0ebf6
3665,61053,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,mm,full body length,1295.0,ee9b68fc-b819-42bf-a097-e41d4cbc92fa
3666,18202,Mammals,17.7547207,-64.8722229,6/5/1972,TTU,,,,NICHOLAS ESTATE,female,Odocoileus virginianus,1972,mm,full body length,1295.0,9afafe82-dba5-4491-8a2b-4c41444278b5
3667,18190,Mammals,17.729719199999998,-64.8405609,10/16/1972,TTU,,,,ALLANDALE ESTATE,male,Odocoileus virginianus,1972,mm,full body length,1308.0,63193493-d6bf-40f0-8520-aaa82136853b
3668,49-43,Mammals,,,1/12/1949,CRCM,,,,"Tucannon Refuge, Columbia Co., Washington",female,Odocoileus virginianus,1949,mm,full body length,1309.0,1c8a5cd4-e720-472b-843b-7f37bb4101f6
3669,61174,Mammals,35.50028,-89.20833,10/15/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,mm,full body length,1310.0,1fea29d3-f34d-4a33-b57d-308fb0c51f83
3670,61197,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,mm,full body length,1311.0,4dc4729b-0c62-4b4e-9835-acd461b022d3
3671,63678,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,mm,full body length,1314.0,bc024812-6aca-46fa-b891-57067eb1daf7
3672,20349,Mammal specimens,,,9/20/1996,CUMV,juvenile,,,"Lansing Township, Brown Rd",male,Odocoileus virginianus,1996,mm,full body length,1315.0,78c87ae9-e993-4631-b2a8-2ee7612c784e
3673,61087,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,full body length,1321.0,2ad0020b-3a9d-4845-a350-766a51973a28
3674,18205,Mammals,,,10/6/1972,TTU,,,,PIECE OF LAND ESTATE,female,Odocoileus virginianus,1972,mm,full body length,1321.0,ca243966-92bc-412d-9623-dc03aa004f42
3675,60164,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1322.0,b108a9d3-7ab6-4d48-bf3a-cbb44cab502e
3676,60168,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,full body length,1330.0,ebd4af16-0fd5-4e81-931c-d70b4777528a
3677,61097,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1330.0,40c0eec9-49d6-44f9-b265-1e1acb6be9f7
3678,M008523,CTC,,,1962-05,UBCBBM,,,,,male,Odocoileus virginianus truei,1962,mm,full body length,1330.0,b9d21073-019b-4708-a937-538092569488
3679,60137,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,mm,full body length,1331.0,3052601f-b8b3-4960-9b21-f8b6dd607af4
3680,61009,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,mm,full body length,1331.0,497fbb31-12e6-4ed9-b2e9-67e54a819675
3681,60197,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,mm,full body length,1334.0,9a755db3-edfb-4179-953d-d754f9a6873a
3682,18188,Mammals,17.764720899999997,-64.8502808,7/20/1972,TTU,,,,ANNALY BAY ESTATE,female,Odocoileus virginianus,1972,mm,full body length,1334.0,6a9c3301-f63d-4c32-abe7-22f387b67180
