,catalogNumber,individualID,collectionCode,decimalLatitude,decimalLongitude,verbatimEventDate,institutionCode,verbatimAgeValue,ageValue,ageUnit,verbatimLocality,sex,scientificName,yearCollected,measurementUnit,measurementType,measurementValue,diagnosticID
104,60185,MammalsOMNH60185,Mammals,35.50028,-89.20833,10/22/1988,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,g,body mass,23133.21,ce703dd7-ba14-41c7-a578-fa2020103f1a
105,61148,MammalsOMNH61148,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,g,body mass,24493.99,874651d0-fbf4-4057-9579-990e657bf3db
106,61013,MammalsOMNH61013,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,27215.54,6fd5b8e6-aa1e-4b95-8616-b01f3fe14023
107,61058,MammalsOMNH61058,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,20865.25,f7a074a1-810d-48b5-895f-5b4a17c5185e
108,60159,MammalsOMNH60159,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,g,body mass,26761.95,b496cd40-32dc-44db-ac1e-a4f42f36300d
109,61095,MammalsOMNH61095,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,20865.25,f4e9b01f-fc0e-48d0-b2ae-2cbc58966d66
110,49-44,MammalsCRCM49-44,Mammals,,,1/12/1949,CRCM,,,,"Tucannon Refuge, Columbia Co., Washington",female,Odocoileus virginianus,1949,g,body mass,19976.0,8d7ce5a1-c9be-44c1-9b32-cea5b05a9c28
111,61002,MammalsOMNH61002,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,20411.66,e45fd297-3bf0-4098-b59d-7b2de07bafd5
112,38135,MammalsOMNH38135,Mammals,36.6224167,-99.8575167,1/18/2006,OMNH,,,,16.4 mi W Fort Supply,female,Odocoileus virginianus,2006,g,body mass,23130.0,05f4794d-84cf-48d1-9e0b-aa766d637d8d
113,65323,MammalsOMNH65323,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,g,body mass,24040.4,290f8bdf-dea9-4f70-adac-9102dfb5f46d
114,62208,MammalsOMNH62208,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,g,body mass,26308.36,fd94e53c-1dd0-4e33-bc74-76830f4d2a46
115,60200,MammalsOMNH60200,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,23133.21,b8d2cbca-86cd-4b25-96f1-4a1ebecf735d
116,61191,MammalsOMNH61191,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,g,body mass,24493.99,ef214ae8-a6e1-4d86-8d4a-5332b75714b6
117,61037,MammalsOMNH61037,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,23586.8,c8033dd0-ae78-4b97-a5f2-6946427dc397
118,62085,MammalsOMNH62085,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,g,body mass,22679.62,f1f4186f-d1d8-49b9-b849-ae558be64a0c
119,61030,MammalsOMNH61030,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,19504.47,1d077855-7613-4906-b3ed-f20de9e0e64f
120,61046,MammalsOMNH61046,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,28576.32,4e32ea46-847f-4c1e-9c0b-7600167199ad
121,18207,MammalsTTU18207,Mammals,17.7280598,-64.8822174,7/20/1972,TTU,,,,PROSPERITY ESTATE,female,Odocoileus virginianus,1972,g,body mass,29484.0,31d05189-2b01-4fb5-b5fd-21f4451452b0
122,18191,MammalsTTU18191,Mammals,17.753059399999998,-64.8416672,7/15/1972,TTU,,,,BODKIN ESTATE,male,Odocoileus virginianus,1972,g,body mass,29484.0,24a7a235-e534-4d07-ba3a-14365b335325
123,61088,MammalsOMNH61088,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,g,body mass,29029.91,b3a6194f-229e-4565-80e7-225d9a417723
124,61035,MammalsOMNH61035,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,26761.95,d6b5bdd0-6902-4cb4-a500-2776cc881812
125,60145,MammalsOMNH60145,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,23133.21,d5289df8-1540-4fbf-af81-67f1de60c563
126,61023,MammalsOMNH61023,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,24493.99,4659d849-c8fa-4661-b59e-853b66b8a31c
127,62212,MammalsOMNH62212,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,g,body mass,27215.54,7e238eec-2ed6-4629-b037-5829f0d74d02
128,61132,MammalsOMNH61132,Mammals,35.50028,-89.20833,10/27/1991,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,g,body mass,28576.32,2f1beb66-6434-4dcd-83db-a16f201e14b6
129,60136,MammalsOMNH60136,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,24493.99,8859292a-b30c-442a-be25-4ec57262a009
130,61114,MammalsOMNH61114,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,g,body mass,26308.36,b4d39e98-54b9-479a-bfe3-f8d0601e55cd
131,63654,MammalsOMNH63654,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,g,body mass,28122.73,57a030e8-85b9-4300-9d49-791a2d2e07dc
132,62285,MammalsOMNH62285,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,g,body mass,23586.8,409d75bf-cd41-4042-8e6f-5f3bf7401beb
133,62249,MammalsOMNH62249,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,g,body mass,23133.21,3e57474f-7440-4ff4-b762-5b0b586da9ea
134,62010,MammalsOMNH62010,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,30390.69,989f4281-30d1-4e02-a3a2-7e51edceda62
135,61187,MammalsOMNH61187,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,24947.58,92a239ab-92e0-4c0f-ac48-d2c0e497f5c7
136,62087,MammalsOMNH62087,Mammals,35.50028,-89.20833,10/16/1988,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1988,g,body mass,26308.36,00d8ec26-116d-47d3-bf22-ea1a0ae25bea
137,62072,MammalsOMNH62072,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,28576.32,eb3ee815-e4c6-4148-a214-0645d2d6c13a
138,60189,MammalsOMNH60189,Mammals,35.50028,-89.20833,10/24/1992,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,29483.51,41f2088f-76f6-4fcf-9c5f-9ace81bb4bec
139,63655,MammalsOMNH63655,Mammals,35.50028,-89.20833,10/17/1987,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,g,body mass,24947.58,05458403-bf7a-431c-bd31-42dde57133da
140,62069,MammalsOMNH62069,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,19958.07,2ea155d7-4080-4b97-b497-eff309e67b6d
141,61053,MammalsOMNH61053,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,26761.95,9288511b-21a2-4dc1-88aa-d24201ad798e
142,18202,MammalsTTU18202,Mammals,17.7547207,-64.8722229,6/5/1972,TTU,,,,NICHOLAS ESTATE,female,Odocoileus virginianus,1972,g,body mass,28123.0,daf5645e-f29a-4a33-8a1d-4adf47e0514d
143,18190,MammalsTTU18190,Mammals,17.729719199999998,-64.8405609,10/16/1972,TTU,,,,ALLANDALE ESTATE,male,Odocoileus virginianus,1972,g,body mass,40824.0,294f4696-6f80-4a68-9389-35d7b2a0e247
144,49-43,MammalsCRCM49-43,Mammals,,,1/12/1949,CRCM,,,,"Tucannon Refuge, Columbia Co., Washington",female,Odocoileus virginianus,1949,g,body mass,19068.0,420f54d9-2d90-42bf-8639-27419d5d4f38
145,61174,MammalsOMNH61174,Mammals,35.50028,-89.20833,10/15/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,g,body mass,25401.17,8da2fc78-ef9d-415c-891b-8ad1a2d1e883
146,61197,MammalsOMNH61197,Mammals,35.50028,-89.20833,10/21/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,g,body mass,24947.58,3d50b598-1c8e-4b46-98ce-b9a43ac05b8b
147,63678,MammalsOMNH63678,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1986,g,body mass,30844.28,07d4011c-2ce8-4d27-b3b2-5dff9eabd387
148,20349,Mammal specimensCUMV20349,Mammal specimens,,,9/20/1996,CUMV,juvenile,,,"Lansing Township, Brown Rd",male,Odocoileus virginianus,1996,g,body mass,31200.0,a6c45c44-3a4d-482b-90d7-ace9bb2bbdce
149,61087,MammalsOMNH61087,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,g,body mass,22226.03,3cc172e6-c614-440f-bec5-6e1cc7384981
150,18205,MammalsTTU18205,Mammals,,,10/6/1972,TTU,,,,PIECE OF LAND ESTATE,female,Odocoileus virginianus,1972,g,body mass,38102.0,2651e382-e74a-4d1f-920e-e08c09ce8969
151,60164,MammalsOMNH60164,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,26308.36,c3ee9d42-8adc-4392-a684-4a1defd99b5f
152,60168,MammalsOMNH60168,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,g,body mass,26308.36,b944ae72-a5db-4b74-b34e-7efee2ecf91e
153,61097,MammalsOMNH61097,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,46266.42,f3c9743e-9349-4aa8-8f13-aaa447efe10e
154,M008523,CTCUBCBBMM008523,CTC,,,1962-05,UBCBBM,,,,,male,Odocoileus virginianus truei,1962,g,body mass,52941.0,dd9e0af0-5d25-4290-816a-306142141582
155,60137,MammalsOMNH60137,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,g,body mass,35380.21,f223fb5a-8ee0-4abb-ad60-e843f43b81b6
156,61009,MammalsOMNH61009,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,g,body mass,37194.58,e189a2c0-e295-4bf3-9663-1a5a4177558b
157,60197,MammalsOMNH60197,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,24493.99,7e2c5ba2-80d4-4577-8d0a-0ed008c994bc
158,18188,MammalsTTU18188,Mammals,17.764720899999997,-64.8502808,7/20/1972,TTU,,,,ANNALY BAY ESTATE,female,Odocoileus virginianus,1972,g,body mass,34927.0,a38349c1-35fb-45d1-89c1-ebe6dc6057e3
159,62011,MammalsOMNH62011,Mammals,35.50028,-89.20833,10/28/1990,OMNH,,2.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,g,body mass,47627.2,6516c329-144d-4e43-a277-9d47ccf01a5a
160,60170,MammalsOMNH60170,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,0.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1990,g,body mass,33565.84,df293f88-ecf0-48be-a591-48caa226e573
161,62210,MammalsOMNH62210,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,0.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1987,g,body mass,30844.28,6bc75815-332f-4802-a1a4-ecf92109b7d5
162,18212,MammalsTTU18212,Mammals,17.748329199999997,-64.83167270000001,5/16/1972,TTU,,,,TWO FRIENDS ESTATE,male,Odocoileus virginianus,1972,g,body mass,31752.0,1d0a3288-5182-4caa-ab0e-f4d293c710e1
163,18199,MammalsTTU18199,Mammals,,,10/7/1972,TTU,,,,LAGRANGE ESTATE,male,Odocoileus virginianus,1972,g,body mass,37195.0,16ee424c-563c-4ef8-b011-95b3b7ad5a7f
164,46590,MammMCZ46590,Mamm,,,2/23/1953,MCZ,,,,"Ruby, Sycamore Canyon",female,Odocoileus virginianus cousei,1953,g,body mass,24040.4,27dbc55b-14e3-49a2-b0b4-604a0d87243f
165,62076,MammalsOMNH62076,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,3.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,g,body mass,39916.13,8adc3f22-1c9a-4c35-884e-6dcdf1fa7dc5
166,62084,MammalsOMNH62084,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,g,body mass,31297.88,d00cef7b-7575-4fde-8edf-eb4873391719
167,62079,MammalsOMNH62079,Mammals,35.50028,-89.20833,10/25/1992,OMNH,,0.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,21772.44,92918df4-abe1-47fd-a14b-fadedd399288
168,62068,MammalsOMNH62068,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,g,body mass,29483.51,d38472c7-a8ff-4a79-914a-e9cc9a6ffe1b
169,18206,MammalsTTU18206,Mammals,17.7508297,-64.8616714,8/26/1972,TTU,,,,PLEASANT VALLEY ESTATE,female,Odocoileus virginianus,1972,g,body mass,36288.0,7a519ae0-f806-457b-898e-934c90f6016c
170,18193,MammalsTTU18193,Mammals,17.7655602,-64.8816681,8/3/1972,TTU,,,,CALIDONIA ESTATE,male,Odocoileus virginianus,1972,g,body mass,39463.0,ac95ff7d-d714-42ea-a95e-a542e57d5276
171,60130,MammalsOMNH60130,Mammals,35.50028,-89.20833,10/29/1989,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,31751.47,c59d3d45-7756-4659-ba83-5d7a516be324
172,62045,MammalsOMNH62045,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,g,body mass,31751.47,967d6558-077b-4c5e-ae97-e8de3b4faa07
173,61178,MammalsOMNH61178,Mammals,35.375558000000005,-88.818928,12/1/1990,OMNH,,0.5 ,year,Chickasaw Wildlife Management Area,male,Odocoileus virginianus,1990,g,body mass,26308.36,e90cfc07-d98a-452d-922d-52578225b4a6
174,61162,MammalsOMNH61162,Mammals,35.50028,-89.20833,10/22/1988,OMNH,,0.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1988,g,body mass,23133.21,f43c16bf-2e2c-43dd-9d0d-b6c59214b711
175,18189,MammalsTTU18189,Mammals,17.729719199999998,-64.8405609,10/16/1972,TTU,,,,ALLANDALE ESTATE,male,Odocoileus virginianus,1972,g,body mass,52164.0,dec44074-8af3-4c1a-9ff4-1e66e8e6586f
176,18204,MammalsTTU18204,Mammals,17.7291698,-64.6680603,10/4/1972,TTU,,,,PETRONELLA ESTATE,male,Odocoileus virginianus,1972,g,body mass,55339.0,4abde429-aa5d-458a-af83-aad91e1d7d4e
177,65217,MammalsOMNH65217,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,,,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,g,body mass,43544.87,275afb8a-960a-4862-a728-9a4fe80b1d78
178,62136,MammalsOMNH62136,Mammals,36.48194,-89.32333,11/14/1987,OMNH,,1.5 ,year,"Long Point, Reelfoot National Wildlife Refuge",male,Odocoileus virginianus,1987,g,body mass,57606.23,fcebbbf5-b1a0-4141-af06-a7855f6d54eb
179,60059,MammalsOMNH60059,Mammals,35.50028,-89.20833,10/28/1984,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1984,g,body mass,38555.35,e047e739-c7cb-4285-8d5d-c6e5f525c5d9
180,61098,MammalsOMNH61098,Mammals,35.50028,-89.20833,10/22/1989,OMNH,,3.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,50348.76,f256a5ed-0643-497b-8285-876fe7b17b6a
181,65221,MammalsOMNH65221,Mammals,35.50028,-89.20833,10/26/1991,OMNH,,,,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,g,body mass,39462.54,ba01d0b8-47de-4065-84ab-061f4fead7b7
182,65219,MammalsOMNH65219,Mammals,35.50028,-89.20833,10/27/1991,OMNH,,,,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1991,g,body mass,29483.51,a44bedb6-23af-4479-921f-adbca1ebc49c
183,18198,MammalsTTU18198,Mammals,,,10/7/1972,TTU,,,,LAGRANGE ESTATE,male,Odocoileus virginianus,1972,g,body mass,36288.0,41b22b7c-a170-4b44-9c07-0aefaeef04a9
184,18197,MammalsTTU18197,Mammals,17.7430592,-64.8266678,7/3/1972,TTU,,,,HARD LABOR ESTATE,male,Odocoileus virginianus,1972,g,body mass,48535.0,8ce4549c-80ba-4e5d-85a3-9210858c972c
185,63662,MammalsOMNH63662,Mammals,35.50028,-89.20833,10/28/1984,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1984,g,body mass,32658.65,4472d625-55f8-4715-bd43-18a76f963b09
186,61101,MammalsOMNH61101,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,45812.83,0bcf00b0-5de3-4dfa-a381-22abe23ac2b8
187,62041,MammalsOMNH62041,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,37648.17,47c9eafe-ba65-4fc3-8071-8812284bc699
188,62284,MammalsOMNH62284,Mammals,35.50028,-89.20833,10/25/1986,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1986,g,body mass,38555.35,738261dd-1b5d-4ec5-ad46-b3de6be7cbdb
189,61154,MammalsOMNH61154,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,48080.79,70a63548-281f-443f-ba42-464b34332d3d
190,61144,MammalsOMNH61144,Mammals,35.50028,-89.20833,10/18/1992,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,g,body mass,37194.58,df5b7f9d-0da1-4589-a2e9-1041b9cb3c6d
191,61118,MammalsOMNH61118,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,g,body mass,41276.91,06513ab9-21d2-410d-b269-29f5bbf541ef
192,61005,MammalsOMNH61005,Mammals,35.50028,-89.20833,10/19/1991,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,g,body mass,34019.43,52f4e49c-3df7-4e35-ac16-e1cc490eedf6
193,62291,MammalsOMNH62291,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,g,body mass,35833.8,8d87ad9c-31e9-410b-9224-0d116460393b
194,60152,MammalsOMNH60152,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1992,g,body mass,55338.27,bdb658d7-d35a-47cd-9c6c-4000082e9ca6
195,61189,MammalsOMNH61189,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,39916.13,6cf1f4bf-914c-4432-8f5d-ad02208612df
196,61024,MammalsOMNH61024,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,g,body mass,41276.91,fe8715d6-cdc9-4681-8d45-42fe0bab98ff
197,65363,MammalsOMNH65363,Mammals,35.342292,-90.07722,1/18/1991,OMNH,,2.5 ,year,Meeman-Shelby Forest Wildlife Management Area,female,Odocoileus virginianus,1991,g,body mass,37194.58,521fc2df-efe1-4fa4-9dbe-0c9c7d8312d3
198,62043,MammalsOMNH62043,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,1.5 ,year,"Hunt Area 4, Hatchie National Wildlife Refuge",male,Odocoileus virginianus,1989,g,body mass,40369.72,87cc8201-1a65-4b65-83e9-af96ba574356
199,61194,MammalsOMNH61194,Mammals,35.50028,-89.20833,10/20/1990,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,g,body mass,40369.72,3b339d0c-3de4-4caf-b13f-a488775d4ceb
200,60182,MammalsOMNH60182,Mammals,35.50028,-89.20833,10/21/1989,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,42184.09,281d27a0-dabd-475a-8199-6de4d8a53355
201,62102,MammalsOMNH62102,Mammals,36.44222,-89.34611,11/1/1990,OMNH,,1.5 ,year,"Grassy Island, Reelfoot National Wildlife Refuge",female,Odocoileus virginianus,1990,g,body mass,36740.98,b7bf7a15-b6fe-4bcc-905b-3be022b251fb
202,61165,MammalsOMNH61165,Mammals,35.50028,-89.20833,10/15/1988,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1988,g,body mass,44905.65,effa1894-f718-48e0-b941-fe85237f0de7
203,61052,MammalsOMNH61052,Mammals,35.50028,-89.20833,10/27/1990,OMNH,,2.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1990,g,body mass,42637.69,c7c39958-0712-4572-a0fa-b0d7f5416e2b
204,60192,MammalsOMNH60192,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,2.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,g,body mass,43544.87,0d3a4fbf-87f3-4bbc-8a17-c895be5ed5aa
205,61153,MammalsOMNH61153,Mammals,35.50028,-89.20833,10/20/1991,OMNH,,1.5 ,year,"Hunt Area 3, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1991,g,body mass,41276.91,1c45ea14-eb34-40e9-a4bb-bc7e621d0fa6
206,62213,MammalsOMNH62213,Mammals,35.50028,-89.20833,10/24/1987,OMNH,,2.5 ,year,"Hunt Area 1, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1987,g,body mass,44905.65,4a8d999e-57ff-4d54-8862-0c806061c50e
207,63437,MammalsOMNH63437,Mammals,35.50028,-89.20833,10/17/1992,OMNH,,1.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1992,g,body mass,28576.32,fcac0ca8-8379-4d19-b5f1-0c71704a5daf
208,61007,MammalsOMNH61007,Mammals,35.50028,-89.20833,10/28/1989,OMNH,,3.5 ,year,"Hunt Area 2, Hatchie National Wildlife Refuge",female,Odocoileus virginianus,1989,g,body mass,39008.95,3396008c-8a5c-47ba-afbc-a61894cef814
209,18208,MammalsTTU18208,Mammals,17.744169199999998,-64.8683319,5/29/1972,TTU,,,,PUNCH ESTATE,male,Odocoileus virginianus,1972,g,body mass,41731.0,fb828fc1-eaff-4447-8528-6f55a059ac23
