,institutionCode,collectionCode,catalogNumber,measurementSide,measurementType,scientificName,decimalLatitude,decimalLongitude,locality,verbatimLocality,basisOfRecord,measurementValue,measurementUnit,lithostratigraphicTerms,formation,member,references,materialSampleID,diagnosticID
10,Museum of the city of Las Flores,Col. HGC,5,right,P4 height,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,70.0,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,f2846111-a4ea-49a4-9c3b-174fe8ad7ec0
11,Museum of the city of Las Flores,Col. HGC,5,right,P4 occlusal length of the protocone,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,12.3,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,197274d9-e312-48eb-887f-eeab5c876fa8
12,Museum of the city of Las Flores,Col. HGC,5,right,M1 occlusal length,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,25.6,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,85f7b17f-8d3e-4e89-9b90-108643ffa987
13,Museum of the city of Las Flores,Col. HGC,5,right,M1 occlusal breadth,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,26.8,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,4a683c3d-75b4-4788-99bb-2c100a2c6322
14,Museum of the city of Las Flores,Col. HGC,5,right,M1 height,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,63.0,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,06882c3d-c25c-4cbe-bb67-8461efc74303
15,Museum of the city of Las Flores,Col. HGC,5,right,M1 occlusal length of the protocone,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,11.9,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,4394ae1a-e1da-4294-b256-af79adfc8c92
16,Museum of the city of Las Flores,Col. HGC,5,right,M2 occlusal length,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,25.9,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,44e3f21a-a8a4-4738-b82d-28b726f6111b
17,Museum of the city of Las Flores,Col. HGC,5,right,M2 occlusal breadth,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,26.5,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,47b51599-179d-4342-ad91-c369d9a4c960
18,Museum of the city of Las Flores,Col. HGC,5,right,M2 height,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,69.5,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,9348bdcf-6f7c-47fb-bd8e-1df7613222d2
19,Museum of the city of Las Flores,Col. HGC,5,right,M2 occlusal length of the protocone,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,13.5,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,3ea48fdb-4e70-4fdf-9f13-6d9eb8cf2b7f
20,Museum of the city of Las Flores,Col. HGC,5,right,M3 occlusal length,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,25.8,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,5a31a998-4c05-413b-99f8-4d98f17b41c2
21,Museum of the city of Las Flores,Col. HGC,5,right,M3 occlusal breadth,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,22.8,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,d246e794-75f0-45fa-b08b-fc3c1c3f6496
22,Museum of the city of Las Flores,Col. HGC,5,right,M3 height,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,72.0,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,4554ed1b-56e9-49c9-b046-8a7b7325a5e8
23,Museum of the city of Las Flores,Col. HGC,5,right,M3 occlusal length of the protocone,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,14.0,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,6fb06916-44af-49f8-8507-f9565229e437
24,Museum of the city of Las Flores,Col. HGC,7,right,p2 occlusal length,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,29.8,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,ae5c3f47-3943-462a-ab3b-e442846853ee
25,Museum of the city of Las Flores,Col. HGC,7,right,p2 occlusal breadth,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,16.7,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,4e31298a-fcb8-425d-b0d2-ceb7b1f5d2d3
26,Museum of the city of Las Flores,Col. HGC,7,right,p3 occlusal length,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,26.9,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,98c95e0c-6ad8-48a5-9f1f-812482544a38
27,Museum of the city of Las Flores,Col. HGC,7,right,p3 occlusal breadth,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,16.5,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,a98206a2-f688-4092-a734-9c7c74db51cb
28,Museum of the city of Las Flores,Col. HGC,7,right,p3 occlusal length of the postflexid,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,11.8,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,da7bf727-88d7-4625-a171-0935d3c2629d
29,Museum of the city of Las Flores,Col. HGC,7,right,p4 occlusal length,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,25.5,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,44ba92b7-4c1c-46c5-b654-e5dabf56e637
30,Museum of the city of Las Flores,Col. HGC,7,right,p4 occlusal breadth,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,16.6,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,427076f0-31c7-4f92-975f-b08362d6d189
31,Museum of the city of Las Flores,Col. HGC,7,right,p4 occlusal length of the postflexid,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,10.0,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,575bfbba-9790-4f3b-8c34-94031f0ab939
32,Museum of the city of Las Flores,Col. HGC,7,right,m1 occlusal length,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,23.5,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,6bda01e1-d00f-4e0c-bcfe-6b6d34f017a7
33,Museum of the city of Las Flores,Col. HGC,7,right,m1 occlusal breadth,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,15.7,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,88658712-c274-4f5d-a7e5-83a9a3ca6d25
34,Museum of the city of Las Flores,Col. HGC,7,right,m1 occlusal length of the postflexid,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,6.6,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,ed710742-83a3-4b08-ac08-7ce1c73ebd73
35,Museum of the city of Las Flores,Col. HGC,7,right,m2 occlusal length,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,23.0,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,e71f025e-97a7-4da7-ade8-bf9e8376b49b
36,Museum of the city of Las Flores,Col. HGC,7,right,m2 occlusal breadth,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,14.5,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,ff1d951f-fdc6-4b0a-ac3e-f1499d0d65e9
37,Museum of the city of Las Flores,Col. HGC,7,right,m2 occlusal length of the postflexid,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,6.8,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,9c2b485e-733b-412c-981e-cb881df23157
38,Museum of the city of Las Flores,Col. HGC,7,right,m3 occlusal length,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,29.0,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,e764ce2e-7255-47b7-acfc-f99b16b3c7c2
39,Museum of the city of Las Flores,Col. HGC,7,right,m3 occlusal breadth,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,13.9,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,58c56d36-cbb6-4b24-8792-c4d43bafce72
40,Museum of the city of Las Flores,Col. HGC,7,right,m3 occlusal length of the postflexid,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,8.3,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,a2f7775a-a3d9-4862-8690-87647181c921
41,Museum of the city of Las Flores,Col. HGC,7,left,p2 occlusal length,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,29.0,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,2c902124-f9cf-4dea-9708-d64077b18259
42,Museum of the city of Las Flores,Col. HGC,7,left,p2 occlusal breadth,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,16.4,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,20ce1ec9-9f00-46b0-ad3a-13e587219cd3
43,Museum of the city of Las Flores,Col. HGC,7,left,p3 occlusal length,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,27.1,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,83334515-0a89-4732-92d2-6431f9e6331a
44,Museum of the city of Las Flores,Col. HGC,7,left,p3 occlusal breadth,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,17.9,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,8d67fe8c-c553-4a74-afb0-8ea11dea417d
45,Museum of the city of Las Flores,Col. HGC,7,left,p3 occlusal length of the postflexid,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,11.0,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,f2fd8c1b-7872-4d84-a777-2fcf5b9c9912
46,Museum of the city of Las Flores,Col. HGC,7,left,p4 occlusal length,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,25.5,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,57e105fc-f799-45bd-b49c-a7f82a25f7d8
47,Museum of the city of Las Flores,Col. HGC,7,left,p4 occlusal breadth,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,17.2,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,c8556d67-7966-4519-9d92-a0ec98e90e4e
48,Museum of the city of Las Flores,Col. HGC,7,left,p4 occlusal length of the postflexid,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,10.7,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,927b03e9-b6c0-4d34-a8cc-8894a34db6e8
49,Museum of the city of Las Flores,Col. HGC,7,left,m1 occlusal length,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,24.1,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,189bcf00-f8f2-4b7f-a724-93af945785ee
50,Museum of the city of Las Flores,Col. HGC,7,left,m1 occlusal breadth,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,17.0,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,d9f27efe-4e9c-4ec4-aba4-69c574a4699a
51,Museum of the city of Las Flores,Col. HGC,7,left,m1 occlusal length of the postflexid,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,5.9,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,f766bc83-cc6c-400b-baec-12edb5db14d6
52,Museum of the city of Las Flores,Col. HGC,7,left,m2 occlusal length,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,23.5,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,38f0b562-d64e-42d1-8020-12d6672a4481
53,Museum of the city of Las Flores,Col. HGC,7,left,m2 occlusal breadth,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,14.8,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,87e29a01-873d-4cc2-809f-b7443316e335
54,Museum of the city of Las Flores,Col. HGC,7,left,m2 occlusal length of the postflexid,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,6.1,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,4c28a645-2cc2-42c0-9178-9222a11d5c3a
55,Museum of the city of Las Flores,Col. HGC,7,left,m3 occlusal length,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,28.6,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,87db6350-d3c4-447f-a1a4-18a268bd13ec
56,Museum of the city of Las Flores,Col. HGC,7,left,m3 occlusal breadth,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,13.0,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,66d66257-e8cc-48b4-beb0-a0ba54c197ad
57,Museum of the city of Las Flores,Col. HGC,7,left,m3 occlusal length of the postflexid,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,6.1,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,d83b0d21-1a69-4205-ac89-2e63dcd4a926
58,Museum of the city of Las Flores,Col. HGC,5,right,p3  occlusal length,Equus neogeus,-35,-58,Salado River,"Buenos Aires Province, Argentina",FossilSpecimen,31.0,mm,Pleistocene,Luján Formation,Río Salado Member,"Prado J.L., Alberdi M.T., Bonini R., and Crispiani H. 2018. New records of Hippidion principale and Equus neogeus from Salado River (Buenos Aires Province, Argentina). Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen 289: 123-138.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,14ec9f9a-816b-4ea8-b651-6c37604c9a7c
