"materialSampleID","sitename","verbatimEventDate","sex","measurementSide","verbatimLocality","scientificName","measurementValue","minimumChronometricAge","maximumChronometricAge","measurementType","individualID","measurementUnit","observationID"
"HoG","","","male","right","new","Hippotherium primigeneium",0,"10.3",NA,"{metacaral proximal breadth}","HoG","mm","ef5424cf-413a-483c-ac85-8445ebf96455"
"HoG","","","male","left","new","Hippotherium primigeneium",19.5,"10.3",NA,"{metacaral proximal breadth}","HoG","mm","76f8352e-3133-4b1f-964f-6be1169a4506"
"HoG","","","male","right","new","Hippotherium primigeneium",19.9,"10.3",NA,"{metacaral proximal breadth}","HoG","mm","86713501-29cf-4306-a0c1-6fbbe0ae354d"
"HoI53","","","female","left","new","Hippotherium primigeneium",17.5,"10.3",NA,"{metacaral proximal breadth}","HoI53","mm","460c5f82-61c3-426b-998e-d5f3ce3f4e40"
"HoI53","","","female","right","new","Hippotherium primigeneium",17.9,"10.3",NA,"{metacaral proximal breadth}","HoI53","mm","8871659b-0eaa-456f-9a97-ec581f6d5e30"
"HoI53","","","female","left","new","Hippotherium primigeneium",19.8,"10.3",NA,"{metacaral proximal breadth}","HoI53","mm","7295fbd2-0cc7-4073-bced-3c69eaebf634"
"HoI53","","","unknown","right","new","Hippotherium primigeneium",19.6,"10.3",NA,"{metacaral proximal breadth}","HoI53","mm","14ae3a32-14f2-4137-8c59-f8ed3229201c"
"HoII53","","","unknown","left","new","Hippotherium primigeneium",0,"10.3",NA,"{metacaral proximal breadth}","HoII53","mm","8dd81569-1568-496f-9d02-ee22bedfc9f2"
"HoII53","","","unknown","right","new","Hippotherium primigeneium",0,"10.3",NA,"{metacaral proximal breadth}","HoII53","mm","bc6e8328-4d91-4328-81e3-1c5875cf58cd"
"HoII53","","","unknown","left","new","Hippotherium primigeneium",19,"10.3",NA,"{metacaral proximal breadth}","HoII53","mm","334672af-ccca-4b02-a5bc-64c526b02ed7"
"HoII53","","","unknown","right","new","Hippotherium primigeneium",19,"10.3",NA,"{metacaral proximal breadth}","HoII53","mm","b1ee30df-c5e0-421b-a0c1-d36c500f81ab"
"HoIII","","","unknown","left","new","Hippotherium primigeneium",17.4,"10.3",NA,"{metacaral proximal breadth}","HoIII","mm","58505bc6-e2c4-48b0-94f2-50195fde74d3"
"HoIII","","","unknown","right","new","Hippotherium primigeneium",18.5,"10.3",NA,"{metacaral proximal breadth}","HoIII","mm","da971990-367b-437f-8a30-3bbe3fa4fd93"
"HoIII","","","unknown","left","new","Hippotherium primigeneium",17.3,"10.3",NA,"{metacaral proximal breadth}","HoIII","mm","3c744832-6a2a-434c-a0b8-694fae3b1c55"
"HoIII","","","unknown","right","new","Hippotherium primigeneium",17.5,"10.3",NA,"{metacaral proximal breadth}","HoIII","mm","505db5a1-d4a1-4cd4-aa5e-ec08cae54373"
"HoJ5910","","","unknown","left","new","Hippotherium primigeneium",19.4,"10.3",NA,"{metacaral proximal breadth}","HoJ5910","mm","d8ee650d-46e2-44ab-915a-8715aea1dae5"
"HoJ5929","","","unknown","right","new","Hippotherium primigeneium",19.3,"10.3",NA,"{metacaral proximal breadth}","HoJ5929","mm","b5fe68ee-f6b3-4531-a624-f10ff7af31c8"
"HoJ5931","","","unknown","right","new","Hippotherium primigeneium",18.9,"10.3",NA,"{metacaral proximal breadth}","HoJ5931","mm","08fbf672-43b5-4dba-912c-70a4b2ba9b3a"
"HoM552","","","unknown","right","new","Hippotherium primigeneium",19.5,"10.3",NA,"{metacaral proximal breadth}","HoM552","mm","bd5d5c3e-7459-41d5-9a94-9f1aca0ccb70"
"HoM553","","","unknown","right","new","Hippotherium primigeneium",17.8,"10.3",NA,"{metacaral proximal breadth}","HoM553","mm","bdcc07f0-6e79-4fa0-8391-83a16f92cf1d"
"HoM554","","","unknown","left","new","Hippotherium primigeneium",18,"10.3",NA,"{metacaral proximal breadth}","HoM554","mm","7fdebb9f-5915-4172-9954-be6b32e17d9b"
"HoM556","","","unknown","left","new","Hippotherium primigeneium",19.5,"10.3",NA,"{metacaral proximal breadth}","HoM556","mm","d46b0115-2c8a-40af-b7f8-5f9a3254d5b7"
"HoV5812","","","female","left","new","Hippotherium primigeneium",16.5,"10.3",NA,"{metacaral proximal breadth}","HoV5812","mm","b3fd179f-3dfe-404c-b973-fd1b83a1154b"
"HoV5813","","","female","left","new","Hippotherium primigeneium",18.2,"10.3",NA,"{metacaral proximal breadth}","HoV5813","mm","07bdd5ef-9162-4798-8143-c2715b7fc5e5"
"HoV5826","","","female","right","new","Hippotherium primigeneium",18.4,"10.3",NA,"{metacaral proximal breadth}","HoV5826","mm","c73725b7-8f2a-4b4f-a5c6-c7a62e417b87"
"HoY115","","","unknown","right","new","Hippotherium primigeneium",17.6,"10.3",NA,"{metacaral proximal breadth}","HoY115","mm","53bbbc1c-5ce7-4232-aa88-ed3bdbddc167"
"HoY116","","","unknown","right","new","Hippotherium primigeneium",17.7,"10.3",NA,"{metacaral proximal breadth}","HoY116","mm","d7a1aa5c-b162-461b-b79f-0646ff9c35bf"
"HoY130","","","unknown","left","new","Hippotherium primigeneium",18,"10.3",NA,"{metacaral proximal breadth}","HoY130","mm","29587c26-63fd-4dc1-9534-145053d8bbaa"
"HoY131","","","unknown","left","new","Hippotherium primigeneium",0,"10.3",NA,"{metacaral proximal breadth}","HoY131","mm","833be280-52d5-43cf-9c2b-ac89ff255b88"
"MAFIV","","","unknown","norecord","new","Hippotherium  intrans",13.7,"10.0",NA,"{metacaral proximal breadth}","MAFIV","mm","c963ca27-aad2-4601-9647-edf6704bdd99"
"MAFIV","","","unknown","norecord","new","Hippotherium  intrans",14.9,"10.0",NA,"{metacaral proximal breadth}","MAFIV","mm","2f96432c-4289-4d74-963d-8185a57444d2"
"MAFIV","","","unknown","norecord","new","Hippotherium  intrans",12.9,"10.0",NA,"{metacaral proximal breadth}","MAFIV","mm","0442219a-ac3a-4293-9afb-65d7a419dfcc"
"MAFIV","","","unknown","norecord","new","Hippotherium  intrans",12.5,"10.0",NA,"{metacaral proximal breadth}","MAFIV","mm","ba0addcd-498b-432e-a4d0-67b338feca0f"
"MAFIV","","","unknown","norecord","new","Hippotherium  intrans",14.4,"10.0",NA,"{metacaral proximal breadth}","MAFIV","mm","e082169c-aea1-4ed9-b56e-d98cf3a9ebd4"
"MAFIV","","","unknown","norecord","new","Hippotherium  intrans",0,"10.0",NA,"{metacaral proximal breadth}","MAFIV","mm","5abe03ce-ca29-478e-8865-c2a1f92439f4"
"MAFIV","","","unknown","norecord","new","Hippotherium  intrans",12.9,"10.0",NA,"{metacaral proximal breadth}","MAFIV","mm","5ac8089f-cff9-497a-ace6-7bde5229a51d"
"MAFIV","","","unknown","norecord","new","Hippotherium  intrans",0,"10.0",NA,"{metacaral proximal breadth}","MAFIV","mm","a72598dc-6db4-46f7-bd0c-05e35bb3751a"
"MAFIV","","","unknown","norecord","new","Hippotherium  intrans",16.6,"10.0",NA,"{metacaral proximal breadth}","MAFIV","mm","910f4a77-158d-44ba-9140-19a7a552dcf2"
"MAFIV","","","unknown","norecord","new","Hippotherium  intrans",13,"10.0",NA,"{metacaral proximal breadth}","MAFIV","mm","fb267cef-0a8a-459e-91cb-0f8ccf8efe76"
"MAFIV","","","unknown","norecord","new","Hippotherium  intrans",13.3,"10.0",NA,"{metacaral proximal breadth}","MAFIV","mm","3ec2ae32-6455-4eac-8edc-ccb52cc9afb2"
"MAFIV12343","","","unknown","norecord","new","Hippotherium  intrans",15.3,"10.0",NA,"{metacaral proximal breadth}","MAFIV12343","mm","444931af-e65a-4701-9a01-fa14eea63adc"
"MAFIV15686","","","unknown","norecord","new","Hippotherium  intrans",17.6,"10.0",NA,"{metacaral proximal breadth}","MAFIV15686","mm","d2fb3106-4cec-4b12-82fd-4ab2493f1841"
"MAFIV15773","","","unknown","norecord","new","Hippotherium  intrans",14.5,"10.0",NA,"{metacaral proximal breadth}","MAFIV15773","mm","6e28c1dc-9053-4f48-93ef-de17bf54ec81"
"MAFIV15784","","","unknown","norecord","new","Hippotherium  intrans",14.3,"10.0",NA,"{metacaral proximal breadth}","MAFIV15784","mm","dffe821d-287a-4f04-93ac-69e8d82de7ce"
"MAFIBalt509L","","","unknown","right","new","Hippotherium  microdon",11.5,"7.0",NA,"{metacaral proximal breadth}","MAFIBalt509L","mm","4e332965-d24f-4657-a12a-470d7d04b216"
"MAFIBalt659","","","unknown","left","new","Hippotherium  microdon",11.7,"7.0",NA,"{metacaral proximal breadth}","MAFIBalt659","mm","6d8c5cc5-a10b-4d5d-bdd5-2e7263328299"
"MAFIBalt750L","","","unknown","right","new","Hippotherium  microdon",11.8,"7.0",NA,"{metacaral proximal breadth}","MAFIBalt750L","mm","bec89e6b-e36d-4541-8a2d-20da7d7691c4"
"SAMPQL13613","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",13.2,"5.00",NA,"{metacaral proximal breadth}","SAMPQL13613","mm","2d5e4089-78f6-43ae-8ad0-c68198da34d6"
"SAMPQL40625","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",13.5,"5.00",NA,"{metacaral proximal breadth}","SAMPQL40625","mm","76c102ba-1759-43e7-854d-63e199c01029"
"SAMPQL50250","E Quarry","","unknown","left","new","Eurygnathohippus hooijeri",15.7,"5.00",NA,"{metacaral proximal breadth}","SAMPQL50250","mm","956a1c8f-bca1-45ea-80be-21bb7dbda965"
"SAMPQL63552","E Quarry","","unknown","right","new","Eurygnathohippus hooijeri",12.4,"5.00",NA,"{metacaral proximal breadth}","SAMPQL63552","mm","547b2a33-e1d1-4d3b-a9c7-6e2e0d45d90d"
"AS92/259","","","unknown","norecord","new","""Hipparion""  sp.",13.5,"10.8","9.0","{metacaral proximal breadth}","AS92/259","mm","c016d09b-9e27-41b8-9234-188426082dbb"
"AS92/441B","","","unknown","norecord","new","""Hipparion""  sp.",17.7,"10.8","9.0","{metacaral proximal breadth}","AS92/441B","mm","78eac38c-65ba-48b1-a085-0c4eece96e14"
"AS93/604B","","","unknown","norecord","new","""Hipparion""  sp.",14.1,"10.8","9.0","{metacaral proximal breadth}","AS93/604B","mm","864f7e9e-c6ac-4f27-9d8a-4542843456ab"
"MNHNTRQ1129","SO1/OZ01","","unknown","right","new","""Hipparion""  kecigibi",10.7,"9.78",NA,"{metacaral proximal breadth}","MNHNTRQ1129","mm","17548645-e890-4006-96d0-b2d9a119176a"
"MNHNTRQ1129","SO1/OZ01","","unknown","right","new","""Hipparion""  kecigibi",13.7,"9.78",NA,"{metacaral proximal breadth}","MNHNTRQ1129","mm","9ac3cd78-5bed-4773-ad7e-92478d88231c"
"ISP26P25A_OC","U1","","unknown","right","new","""Hipparion""  sp.",NA,"7.1",NA,"{metacaral proximal breadth}","ISP26P25A_OC","mm","e41ef365-249b-46b6-85ab-a5338447a69e"
"ISP40P4A_OC","U2","","unknown","right","new","""Hipparion""  sp.",NA,"7.1",NA,"{metacaral proximal breadth}","ISP40P4A_OC","mm","81923e33-6145-4fd2-8329-c6e4ff0a3c1a"
"ISP46P16A_OC","U1","","unknown","right","new","""Hipparion""  sp.",NA,"7.1",NA,"{metacaral proximal breadth}","ISP46P16A_OC","mm","a159175d-6f84-43ab-b82e-32c0b6a50ebc"
"ISP93P109A_OC","U2","","unknown","right","new","""Hipparion""  sp.",NA,"7.1",NA,"{metacaral proximal breadth}","ISP93P109A_OC","mm","092f8f89-c49d-463f-a1e6-a031b5bf50a9"
"ISPOHNE.NR.C_OC","","","unknown","left","new","""Hipparion""  sp.",10.44,"7.1",NA,"{metacaral proximal breadth}","ISPOHNE.NR.C_OC","mm","59d3e3fc-1dc9-4081-a0cf-356210ffc7e1"
"AMNH100","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",0,"10.0",NA,"{metacaral proximal breadth}","AMNH100","mm","c36a46f4-b3af-4e28-a673-f19b6c8c7faa"
"AMNH101","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",32.8,"10.0",NA,"{metacaral proximal breadth}","AMNH101","mm","eadd150b-6ab1-4a06-9277-3bb3fe505ae3"
"AMNH102","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",36,"10.0",NA,"{metacaral proximal breadth}","AMNH102","mm","590f3007-9f58-45d6-af6b-d06f146a957e"
"AMNH23","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",40.1,"10.0",NA,"{metacaral proximal breadth}","AMNH23","mm","1e04991e-2252-4a4d-b269-dfeba1325261"
"AMNH24","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",38.9,"10.0",NA,"{metacaral proximal breadth}","AMNH24","mm","c8a8596f-11c4-45ae-b38c-57902f5443c7"
"AMNH27","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",38,"10.0",NA,"{metacaral proximal breadth}","AMNH27","mm","7b08c1f3-4225-46c0-852a-dc7ccda7cc3c"
"AMNH28","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",28.5,"10.0",NA,"{metacaral proximal breadth}","AMNH28","mm","44d1cace-619d-41a5-bc26-8076fbf5c0d3"
"AMNH31","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",38.2,"10.0",NA,"{metacaral proximal breadth}","AMNH31","mm","4ee37f69-bef4-4936-8a3d-7e9b1ba0922b"
"AMNH32","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",38.3,"10.0",NA,"{metacaral proximal breadth}","AMNH32","mm","b6732bed-677d-4905-9b63-7380b6486e9e"
"AMNH33","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",35.1,"10.0",NA,"{metacaral proximal breadth}","AMNH33","mm","863ac9e2-67c1-42da-91e8-fced2618c342"
"AMNH34","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",36.7,"10.0",NA,"{metacaral proximal breadth}","AMNH34","mm","cb94a129-9c47-443d-8555-6a969400e105"
"AMNH35","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",33.2,"10.0",NA,"{metacaral proximal breadth}","AMNH35","mm","786ec33a-b7ea-4095-ad36-b4c42fd95f60"
"AMNH36","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",35.2,"10.0",NA,"{metacaral proximal breadth}","AMNH36","mm","8c850bb5-74d2-4595-af16-31982ca292da"
"AMNH37","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",36.5,"10.0",NA,"{metacaral proximal breadth}","AMNH37","mm","42fdade7-8e41-4bab-b312-daa05ef4c83a"
"AMNH38","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",28.9,"10.0",NA,"{metacaral proximal breadth}","AMNH38","mm","3324418d-f57f-439b-a55c-ea86694ab4e1"
"AMNH39","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",38,"10.0",NA,"{metacaral proximal breadth}","AMNH39","mm","911acd64-b745-4f81-b7f8-38c6c41ce33b"
"AMNH40","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",27.7,"10.0",NA,"{metacaral proximal breadth}","AMNH40","mm","73f26275-a8e6-4344-b39e-62eba3dd8571"
"AMNH48","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",37.8,"10.0",NA,"{metacaral proximal breadth}","AMNH48","mm","eb606851-6525-4b30-9055-36e3be432ccb"
"AMNH51","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",0,"10.0",NA,"{metacaral proximal breadth}","AMNH51","mm","37f1bd69-b94f-4015-8e24-7f1eb687b620"
"AMNH53","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",36.9,"10.0",NA,"{metacaral proximal breadth}","AMNH53","mm","68b71b22-562b-4cee-b57f-43173f43353b"
"AMNH55","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",37.5,"10.0",NA,"{metacaral proximal breadth}","AMNH55","mm","3c8850b6-494a-4778-8e2e-abcebeb0cec4"
"AMNH64","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",27,"10.0",NA,"{metacaral proximal breadth}","AMNH64","mm","1897cdcc-84ce-4a5d-b1fd-09e597a9ef57"
"AMNH67","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",39.2,"10.0",NA,"{metacaral proximal breadth}","AMNH67","mm","126b77f1-0835-4ca1-b137-38aed31aa588"
"AMNH68","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",0,"10.0",NA,"{metacaral proximal breadth}","AMNH68","mm","e405e877-2b13-4415-bc02-4675f85a9c85"
"AMNH69","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",0,"10.0",NA,"{metacaral proximal breadth}","AMNH69","mm","76607b3b-a5eb-49e4-bc9c-4ab674d551e5"
"AMNH70","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",0,"10.0",NA,"{metacaral proximal breadth}","AMNH70","mm","5952dffe-3e65-465c-8bca-3a22e3103458"
"AMNH71","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",35.9,"10.0",NA,"{metacaral proximal breadth}","AMNH71","mm","448ffb65-8047-40e8-8b9f-f056af3a8384"
"AMNH73","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",36.8,"10.0",NA,"{metacaral proximal breadth}","AMNH73","mm","9f304bb6-013c-4e0b-9af7-3758cb463e5a"
"AMNH74","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",37.2,"10.0",NA,"{metacaral proximal breadth}","AMNH74","mm","eb76e5b4-b4f0-4992-8ccd-64be308887db"
"AMNH75","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",0,"10.0",NA,"{metacaral proximal breadth}","AMNH75","mm","dbb84952-302b-47bb-ba9e-32c8fb35626f"
"AMNH76","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",32.5,"10.0",NA,"{metacaral proximal breadth}","AMNH76","mm","f32e239f-9f43-4abd-8a23-4a317d32613d"
"AMNH77","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",0,"10.0",NA,"{metacaral proximal breadth}","AMNH77","mm","f4242180-dec7-4a19-88b8-f588d8b5b08c"
"AMNH78","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",39.2,"10.0",NA,"{metacaral proximal breadth}","AMNH78","mm","815a21de-5056-4501-b131-9338e545771f"
"AMNH79","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",28.2,"10.0",NA,"{metacaral proximal breadth}","AMNH79","mm","c6bff4e1-2532-47c9-b88f-9b49c00ce519"
"AMNH80","X-Mas Q","","unknown","norecord","X-Mas Quarry","Calippus sp.",28.9,"10.0",NA,"{metacaral proximal breadth}","AMNH80","mm","c1ff6b4c-3db5-4976-8216-7853e03f482c"
"AMNH81","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",32.7,"10.0",NA,"{metacaral proximal breadth}","AMNH81","mm","47bd70c3-db41-4395-8900-876656bbbc07"
"AMNH82","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",30.2,"10.0",NA,"{metacaral proximal breadth}","AMNH82","mm","a2d4d796-1bf6-4e79-aa10-2c63ad2769a9"
"AMNH98","X-Mas Q","","unknown","norecord","X-Mas Quarry","Calippus sp.",21,"10.0",NA,"{metacaral proximal breadth}","AMNH98","mm","700db591-f166-42db-87e9-4adaf1a3c239"
"AMNH99","X-Mas Q","","unknown","norecord","X-Mas Quarry","Cormohipparion sp.",35.4,"10.0",NA,"{metacaral proximal breadth}","AMNH99","mm","3f55bd04-78c0-4429-a68e-b19a3a70d0f8"
"AMNH21925","","","unknown","right","new","Cremohipparion moldavicum",34.6,"7.0",NA,"{metacaral proximal breadth}","AMNH21925","mm","d097be0d-f083-47b6-8632-0d65a12092dd"
"IVPP-LT no numb 32","Lantian 42","","unknown","right","new","""Hipparion""  sp.",26.4,"6.8",NA,"{metacaral proximal breadth}","IVPP-LT no numb 32","mm","350cc1f7-36a4-4809-8e87-1f908aaefff5"
"IVPP-LT416","Lantian 6","","male","left","new","""Hipparion""  sp.",36.2,"8.03",NA,"{metacaral proximal breadth}","IVPP-LT416","mm","a1283fa2-680f-4aba-9815-5599341e2d84"
"IVPP-LT478","Lantian 6","","male","right","new","""Hipparion""  sp.",33,"8.03",NA,"{metacaral proximal breadth}","IVPP-LT478","mm","369767a1-c23e-48eb-993e-13ff6dfc39d2"
"IVPP-LT504","Lantian 42","","unknown","right","new","""Hipparion""  sp.",NA,"6.8",NA,"{metacaral proximal breadth}","IVPP-LT504","mm","ab3cfcf2-d4e8-42dc-87e4-26a8eedf6cc8"
"IVPP-LT532","Lantian 6","","unknown","right","new","""Hipparion""  sp.",39.4,"8.03",NA,"{metacaral proximal breadth}","IVPP-LT532","mm","aa922e83-d2c8-4aa3-ae27-087086c4dfea"
"IVPPv16876,1","Longdan","","unknown","right","new","Equus eisenmannae",58.6,"2.55",NA,"{metacaral proximal breadth}","IVPPv16876,1","mm","b765d0a2-ff45-4f49-a976-cb56473d6b54"
"IVPPv16876,2","Longdan","","unknown","right","new","Equus eisenmannae",58.9,"2.55",NA,"{metacaral proximal breadth}","IVPPv16876,2","mm","15bff9ab-4329-4ba3-8a22-ac80ba34bdf2"
"IVPPv16876,3","Longdan","","unknown","left","new","Equus eisenmannae",55.7,"2.55",NA,"{metacaral proximal breadth}","IVPPv16876,3","mm","5a993079-a310-4dc0-ab81-4a5d88c2901d"
"IVPPv16876,4","Longdan","","unknown","right","new","Equus eisenmannae",57.7,"2.55",NA,"{metacaral proximal breadth}","IVPPv16876,4","mm","efdf5e7d-66db-4cc1-a9f7-500728519945"
